,models,0.0,0.0214,0.0429,0.0643,0.0857,0.1071,0.1286,0.15,0.1714,0.1929,0.2143,0.2357,0.2571,0.2786,0.3
0,$u_{SCF}$,0.09973353635325466,0.10015710919088766,0.10229348487923685,0.10363560384454659,0.1037980146741476,0.10406431442608308,0.10452238117212737,0.10449545671927307,0.1053416149068323,0.10753794700282994,0.10766764627304301,0.10718232044198896,0.10750215579189422,0.10799522673031026,0.10911345319280844
1,$u_{SCF}$,0.04986676817662733,0.049685781618224664,0.05074081591231987,0.051817801922273296,0.052870090634441085,0.053818669048682446,0.05399169358560221,0.05404112864658058,0.05490683229813664,0.056084383843581165,0.056104728827144,0.05607734806629834,0.056338028169014086,0.056980906921241053,0.05765654060756355
2,$u_{SCF}$,0.0098972211648268,0.01021209740769835,0.010554089709762533,0.010865022983702465,0.011221406991799741,0.011389012952210809,0.011305952930318412,0.010760401721664276,0.010683229813664596,0.010547980447646,0.010686615014694095,0.010773480662983425,0.010635240011497557,0.010739856801909307,0.010849349039057656
3,$u_{SCF}$,0.008184240578606776,0.008444619010212097,0.008727420336919018,0.008984538236523192,0.00927924039706517,0.009379187137114784,0.009229349330872173,0.00860832137733142,0.0084472049689441,0.008232570105479805,0.008282126636387924,0.008287292817679558,0.008048289738430584,0.008054892601431982,0.008059516429014259
4,$u_{vMF}$,0.09973353635325466,0.08581054300435989,0.07393638992152003,0.06565874730021598,0.05881022393123728,0.05530500830761927,0.05190915897179935,0.049697607152248226,0.048414023372287146,0.047801711419297725,0.046497015394282123,0.04510265903736116,0.04583182966438109,0.04525946156847444,0.04666949512091642
5,$u_{vMF}$,0.04986676817662733,0.035530990919857876,0.028039295947605403,0.02261574567953915,0.02026274771765754,0.01863932898415657,0.01759100903982409,0.016456672666495243,0.01654461621914836,0.0169054441260745,0.017335766423357664,0.01818772328678142,0.019485038274182326,0.020606968902210566,0.02188006482982172
6,$u_{vMF}$,0.0098972211648268,0.008614088820826952,0.008538715311469047,0.00849802371541502,0.007921998781230956,0.007974816369359917,0.008062758770974069,0.008128245653646421,0.008454673555659934,0.008337420304070623,0.008740359897172237,0.009159482758620689,0.009653605905735378,0.0102010201020102,0.010817690104995227
7,$u_{vMF}$,0.008184240578606776,0.00743140243902439,0.006863679694947569,0.006492266564827191,0.005549177190968236,0.005377376608411754,0.005215375700212479,0.005044625533566162,0.004851542790607413,0.004275996112730806,0.0042776589539179465,0.003892565200467108,0.003700097370983447,0.0037073170731707315,0.0033216100039077765
8,$u_{power}$,0.09992386752950133,0.0855614973262032,0.07333195620739516,0.06479481641468683,0.05721393034825871,0.05269404225017802,0.049887752556747315,0.04704336399474376,0.04608550805108273,0.043901001767825576,0.04113029827315542,0.04161073825503356,0.04070605187319885,0.03995345228859581,0.04015215553677092
9,$u_{power}$,0.04986676817662733,0.035523978685612786,0.027624309392265192,0.022610921501706484,0.02004008016032064,0.017927823050058207,0.016353429338540396,0.01618289237092217,0.016238159675236806,0.016295025728987993,0.01700576981475858,0.01809954751131222,0.01871750433275563,0.01975400670890794,0.021379588543767647
10,$u_{power}$,0.0098972211648268,0.008617387973956338,0.008532092301725809,0.008290564547966837,0.007896335290544645,0.0077212020033388985,0.007755277897457992,0.007798573975044563,0.007892293407613741,0.008220502901353965,0.008594539939332659,0.008994708994708995,0.009156492785793563,0.009035266686097347,0.009244992295839754
11,$u_{power}$,0.008184240578606776,0.00743140243902439,0.006863679694947569,0.006491027109583811,0.005549177190968236,0.005367069196856431,0.005196304849884526,0.004648460197559558,0.004294358774155768,0.003746056782334385,0.0031872509960159364,0.0026220250100847118,0.0022448979591836735,0.0018633540372670807,0.0012671594508975714
12,$u_{baseline}$,0.09992386752950133,0.08595761536938007,0.07581078289609584,0.06675307841866494,0.061284486657620985,0.05719031798766018,0.05410122164048865,0.05097214923804519,0.04943071369064149,0.04716981132075472,0.04612488233448384,0.04498153742866734,0.044733044733044736,0.0436817472698908,0.04437869822485207
13,$u_{baseline}$,0.04986676817662733,0.0367008681925809,0.028852056476365868,0.023245894647046277,0.020930750389668226,0.018626309662398137,0.017569546120058566,0.01670521716782318,0.01626457034426674,0.016318350987689665,0.01704718417047184,0.01815235008103728,0.018763029881862403,0.019820493642483172,0.021448806151355727
14,$u_{baseline}$,0.0098972211648268,0.008614088820826952,0.008538715311469047,0.008501383946223804,0.007926829268292683,0.007974816369359917,0.008062758770974069,0.008135593220338983,0.00846461321420174,0.008339465293107678,0.008733624454148471,0.009161950956615468,0.009659090909090909,0.010191846522781775,0.010797078437599238
15,$u_{baseline}$,0.0049486105824134,0.0045705579889544845,0.004191274528481615,0.0036224976167778837,0.0030528525090631558,0.0024823372159633377,0.0022931396904261416,0.0019120458891013384,0.001148105625717566,0.0005743825387708214,0.0003831417624521073,0.0003832151753209427,0.0003832151753209427,0.00038336208548974505,0.00019171779141104295
16,$u_{vMF} + u_{SCF}$,0.09973353635325466,0.08597464342313788,0.07454057402436506,0.06564456920751457,0.05881022393123728,0.05526565464895636,0.0518444666001994,0.050144394854292465,0.04826629680998613,0.04842970355151159,0.04742589703588144,0.04830113257828115,0.04953670705630791,0.050287907869481764,0.05191029900332226
17,$u_{vMF} + u_{SCF}$,0.04986676817662733,0.03570724008680213,0.02803355842029875,0.02258201959948871,0.02128131234759477,0.020143551748089836,0.020053152935491664,0.01992936427850656,0.0199632256369845,0.02029621503017005,0.020934901061084026,0.02067106051527861,0.019792648444863337,0.019504132231404958,0.019451198332754428
18,$u_{vMF} + u_{SCF}$,0.0098972211648268,0.008668849932575612,0.008960573476702509,0.009245942058763099,0.009529860228716646,0.009636443276390714,0.009757204447469935,0.00986378581493659,0.009263773768893223,0.00887648998224702,0.008937960042060988,0.008738394320043691,0.008503401360544218,0.008860011813349085,0.008565310492505354
19,$u_{vMF} + u_{SCF}$,0.008184240578606776,0.007887649095806078,0.008151093439363818,0.008417162800246356,0.008673577321768563,0.008735531775496833,0.008819538670284939,0.008434864104967198,0.008007765105556904,0.007577671129072998,0.007583682008368201,0.007332971211298208,0.007050197405527355,0.007335680751173709,0.0069972619409796166
20,$u_{power} + u_{SCF}$,0.09992386752950133,0.08534653465346535,0.07393638992152003,0.06518454565076624,0.05745306491743949,0.05265654648956357,0.04975124378109453,0.048167539267015703,0.04584368958851146,0.04528191644756062,0.04614431712604521,0.04608294930875576,0.04805331462644686,0.049869743208038705,0.05009940357852883
21,$u_{power} + u_{SCF}$,0.04986676817662733,0.03571428571428571,0.027828933906281973,0.02258683145109738,0.019559902200488997,0.018548574078367727,0.01793504604944256,0.018066157760814248,0.0186219739292365,0.018662952646239555,0.018680677174547577,0.01837109614206981,0.01867954911433172,0.019308943089430895,0.018976011457214465
22,$u_{power} + u_{SCF}$,0.0098972211648268,0.008617387973956338,0.008727695888285493,0.00875796178343949,0.008864151721294579,0.009154779646582926,0.009479717813051146,0.009356458238247376,0.009237328280435813,0.008847382649299582,0.008684546615581098,0.00825565912117177,0.00831255195344971,0.007785467128027681,0.007512019230769231
23,$u_{power} + u_{SCF}$,0.008184240578606776,0.00743140243902439,0.006863679694947569,0.00650468720107136,0.006018248883711901,0.006178991429140921,0.006151322534344884,0.006330449461911795,0.006538796861377506,0.006770480704129994,0.006778868630201029,0.006316812439261419,0.006069802731411229,0.005781865965834429,0.005467468562055768
24,$u_{baseline} + u_{SCF}$,0.09992386752950133,0.08711146307661849,0.07536650836258517,0.06927060854553302,0.062344702959114526,0.05747398297067171,0.054369414101290967,0.053071895424836604,0.05004147083218136,0.05007320644216691,0.04897067997504679,0.04871538204871538,0.04937388193202147,0.047472018525665766,0.04659949622166247
25,$u_{baseline} + u_{SCF}$,0.04986676817662733,0.03721937770775896,0.029435813573180702,0.024488926746166952,0.021129893238434165,0.018810961449140733,0.018230432668935342,0.017615522083226958,0.016684607104413347,0.016505406943653957,0.017225747960108794,0.01833976833976834,0.01888087881908685,0.01992619926199262,0.021574111066719935
26,$u_{baseline} + u_{SCF}$,0.0098972211648268,0.008617387973956338,0.008710801393728223,0.008492988346829943,0.008121827411167513,0.007966457023060796,0.007817589576547232,0.007893549842129003,0.008227550540667606,0.008570029382957884,0.008697876694806856,0.009117725931885224,0.009615384615384616,0.009549388242315727,0.010139416983523447
27,$u_{baseline} + u_{SCF}$,0.0049486105824134,0.0045705579889544845,0.004191274528481615,0.0032424184627121875,0.0028625954198473282,0.002482811306340718,0.0022931396904261416,0.0017208413001912047,0.0009571209800918836,0.0009571209800918836,0.0003831417624521073,0.00038336208548974505,0.00038336208548974505,0.00019171779141104295,0.0
