,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,SCF_tau-0.33_T-5.38_T_data-1,299,37,20,70,426,0.9732912723449001,0.06452309020284851,0.9560008262755629
1,vMF_tau-0.33_T-5.38_T_data-1,131,32,14,122,299,0.9658883248730964,0.029345878136200716,0.9695302150208907
