,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,SCF_tau-0.33_T-5.38_T_data-1,683,27,12,67,789,0.9861038280020975,0.09861391856771586,0.9501673719446724
1,vMF_tau-0.33_T-5.38_T_data-1,153,20,14,114,301,0.9841439897150204,0.029310344827586206,0.9838804691265463
