,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,SCF_tau-0.33_T-5.38_T_data-1,870,50,19,122,1061,0.9791984317142235,0.09507157687684406,0.9442839888673003
1,vMF_tau-0.33_T-5.38_T_data-1,506,63,37,190,796,0.9697064661025802,0.05776255707762557,0.9588885445718417
