,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,5037,0,147,0,5184,0.970664538016364,0.9998015085351329,0.6523605150214593
1,$Average$,4004,3,114,34,4155,0.9698723064644852,0.7949176096883065,0.7005836996468978
2,$Average$,717,32,26,120,895,0.9644568690095847,0.14223368379289825,0.9152060634770252
3,$Average$,245,51,18,127,441,0.960752903484181,0.04846686449060336,0.9560625684965627
4,$Average$,126,59,14,132,331,0.9587192911800242,0.02478851072201456,0.9664061707094286
5,$Average$,49,112,9,137,307,0.9469681397738952,0.00945216049382716,0.9677554878689214
6,$u_{SCF}$,5059,0,118,0,5177,0.9761952794028647,0.9935192458758837,0.6514978121844497
7,$u_{SCF}$,4045,5,100,18,4168,0.9751866048012912,0.7943833464257659,0.698756866146285
8,$u_{SCF}$,809,28,28,90,955,0.9705467016340529,0.15887666928515318,0.9097097475654723
9,$u_{SCF}$,318,49,21,97,485,0.966310268307444,0.0624509033778476,0.951813214108296
10,$u_{SCF}$,197,63,16,102,378,0.9634859794230382,0.03868813825608798,0.9619335347432025
11,$u_{SCF}$,66,155,12,106,339,0.9449263667540851,0.012961508248232521,0.9650767487380242
