,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,4616,0,131,0,4747,0.9737632685760064,1.0,0.6719646188929582
1,$Average$,3806,3,110,22,3941,0.9729783827061649,0.8250596141339692,0.7115567591304984
2,$Average$,554,25,23,115,717,0.9673019057171515,0.11980968858131488,0.9307981855033298
3,$Average$,158,37,17,122,334,0.9644516259341547,0.0339201373980249,0.9662080129502225
4,$Average$,74,41,11,125,251,0.9637295081967213,0.015648128568407697,0.9740084912498705
5,$Average$,43,57,5,130,235,0.9589392643284859,0.008716805189539835,0.9744648484189937
6,$u_{SCF}$,4758,0,94,0,4852,0.9805100559817541,0.9941496030087756,0.6609364081062195
7,$u_{SCF}$,3844,5,79,15,3943,0.9794733568318474,0.8031759297952361,0.7055485027257115
8,$u_{SCF}$,781,26,27,67,901,0.9751192204022393,0.16318428750522357,0.9125836809934996
9,$u_{SCF}$,312,38,21,73,444,0.9726311424424632,0.0651901379022148,0.9548137594138001
10,$u_{SCF}$,192,51,16,78,337,0.9699357246527058,0.040117007939824485,0.965232642112865
11,$u_{SCF}$,66,133,12,82,293,0.952933858594236,0.013790221479314668,0.9691091196626251
