,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,3976,0,111,0,4087,0.9776794691333199,1.0,0.7040764607921223
1,$Average$,3500,3,100,13,3616,0.9766834170854272,0.8807247106190237,0.7288135593220338
2,$Average$,399,18,20,104,541,0.9713305067635777,0.09984984984984985,0.9467676867066811
3,$Average$,94,23,12,113,242,0.9697031729785056,0.02312992125984252,0.9750926307122273
4,$Average$,56,25,10,116,207,0.9685547688463141,0.013503737641668677,0.9782311494373752
5,$Average$,40,33,4,120,197,0.9653268551236749,0.009047726758651889,0.9779617406868777
6,$u_{SCF}$,4308,0,77,0,4385,0.9833152762730227,0.9940009229349331,0.6742441126216476
7,$u_{SCF}$,3507,5,67,10,3589,0.9822318526543878,0.8091832025842178,0.7163966811536943
8,$u_{SCF}$,705,25,25,52,807,0.9778981581798484,0.16266728195662206,0.9179294213363166
9,$u_{SCF}$,291,35,19,58,403,0.9757313109425786,0.06714351638209506,0.9571686682963121
10,$u_{SCF}$,182,47,14,63,306,0.9731310942578548,0.04199353945546839,0.9670542635658914
11,$u_{SCF}$,63,112,11,66,252,0.9590465872156013,0.014536225196123673,0.9723198594024605
