,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,2698,0,74,0,2772,0.9849929020482661,1.0,0.7779913503123499
1,$Average$,2672,0,72,0,2744,0.9853896103896104,0.9892632358385783,0.7797045600513809
2,$Average$,238,6,18,73,335,0.9801757612916411,0.08698830409356725,0.9662536516570968
3,$Average$,63,10,9,82,164,0.9788923719958202,0.022151898734177215,0.9827947964750315
4,$Average$,47,10,6,87,150,0.9780711092186501,0.016030013642564803,0.983936603127008
5,$Average$,36,13,2,93,144,0.9751667049896527,0.01097560975609756,0.983306283329469
6,$u_{SCF}$,3457,0,65,0,3522,0.9843373493975903,0.9936763437769474,0.6987683886418063
7,$u_{SCF}$,2846,4,58,7,2915,0.9833734939759036,0.8180511641276229,0.736842105263158
8,$u_{SCF}$,589,19,21,44,673,0.9797590361445783,0.16930152342627192,0.9235661555934128
9,$u_{SCF}$,242,26,16,49,333,0.9780722891566265,0.06956021845357861,0.9605963791267306
10,$u_{SCF}$,151,34,12,53,250,0.976144578313253,0.04340327680367922,0.970067049808429
11,$u_{SCF}$,46,89,11,54,200,0.9628915662650602,0.01322219028456453,0.9755859374999999
