,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,3546,0,104,0,3650,0.9790449325005037,1.0,0.7269599042489527
1,$Average$,3269,1,91,5,3366,0.9804238143289606,0.9198086662915025,0.7426998929827243
2,$Average$,341,14,19,94,468,0.9742497972424979,0.0953312831982108,0.9535622147251439
3,$Average$,81,17,12,103,213,0.9727666597895606,0.022119060622610594,0.9779114383490616
4,$Average$,53,18,8,106,185,0.9722921914357683,0.014152202937249666,0.9804212085935021
5,$Average$,40,23,2,113,178,0.9689887640449438,0.009854644000985464,0.9797773233356056
6,$u_{SCF}$,4001,0,74,0,4075,0.9834968777876896,0.9940372670807454,0.6839860411012021
7,$u_{SCF}$,3270,4,64,10,3348,0.9826048171275646,0.8124223602484472,0.7246710526315789
8,$u_{SCF}$,665,22,22,52,761,0.9785905441570026,0.16521739130434782,0.9202055153612247
9,$u_{SCF}$,273,30,17,57,377,0.9768064228367529,0.06782608695652174,0.9587391922950639
10,$u_{SCF}$,173,41,13,61,288,0.9743532560214094,0.04298136645962733,0.9680921781520052
11,$u_{SCF}$,57,102,11,63,233,0.9607493309545049,0.014161490683229814,0.9736693411684936
