,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,4826,0,141,0,4967,0.9718169098540875,1.0,0.6619018446668028
1,$Average$,3901,3,113,28,4045,0.9712287712287713,0.8086650082918739,0.7061814483910801
2,$Average$,628,31,25,118,802,0.9651930386077215,0.1300207039337474,0.9232682740145426
3,$Average$,195,41,17,125,378,0.96317907444668,0.04013171434451533,0.9620176848874599
4,$Average$,94,51,12,128,285,0.9611867506604349,0.01915240423797881,0.9707542329399693
5,$Average$,44,74,9,134,261,0.9543734230445753,0.00867336881529667,0.9720526823000322
6,$u_{SCF}$,4898,0,108,0,5006,0.97796817625459,0.9941140653541709,0.6569823215019871
7,$u_{SCF}$,3935,5,91,17,4048,0.9769481844145247,0.7986604424599147,0.7029208865404375
8,$u_{SCF}$,792,27,28,80,927,0.9724602203182374,0.16074690481022935,0.9113851448236306
9,$u_{SCF}$,314,45,21,87,467,0.9687882496940025,0.06373046478587376,0.953135975915705
10,$u_{SCF}$,194,59,16,92,361,0.9659322725418197,0.03937487314796022,0.9632794222357848
11,$u_{SCF}$,66,143,12,96,317,0.948796409628723,0.013395575400852447,0.9670443913088679
