,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,5218,0,152,0,5370,0.9696969696969697,0.9931480776551199,0.6443237514902637
1,$Average$,4120,3,117,35,4275,0.9690988835725678,0.7841644461362771,0.6945774094448811
2,$Average$,816,33,32,120,1001,0.9631180223285486,0.15531023981728206,0.9061239801181656
3,$Average$,341,57,22,130,550,0.9583333333333334,0.0649029311001142,0.945887445887446
4,$Average$,204,76,18,134,432,0.9545454545454546,0.038827559954320516,0.9568345323741008
5,$Average$,65,181,11,141,398,0.9336124401913876,0.012371526456033498,0.9592380172060632
6,$u_{SCF}$,5219,0,153,0,5372,0.9694976076555024,0.9933384088313666,0.6441912836137237
7,$u_{SCF}$,4147,5,120,33,4305,0.9685007974481659,0.7893033878949371,0.6929605591612582
8,$u_{SCF}$,826,32,31,122,1011,0.9631180223285486,0.15721355157974876,0.9052749929729222
9,$u_{SCF}$,327,58,23,130,538,0.9579346092503987,0.06223829463266083,0.9469846275128104
10,$u_{SCF}$,204,73,17,136,430,0.9549441786283892,0.038827559954320516,0.9570429570429572
11,$u_{SCF}$,66,170,12,141,389,0.9356060606060606,0.012561857632280167,0.9602046035805627
