,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,4191,0,116,0,4307,0.9766974688629972,1.0,0.6930368469816833
1,$Average$,3601,3,107,17,3728,0.9745388933440257,0.8612772064099498,0.7228252788104089
2,$Average$,440,21,22,109,592,0.9694041867954911,0.10473696738871698,0.9420970266040688
3,$Average$,106,29,14,117,266,0.9673669182133388,0.024847632442569153,0.9727235438884331
4,$Average$,58,31,10,120,219,0.9666873577488103,0.013376383763837638,0.9770992366412214
5,$Average$,40,38,4,123,205,0.9638949671772429,0.008697542944118286,0.9772601220188575
6,$u_{SCF}$,4451,0,84,0,4535,0.9820933702835216,0.993970522554712,0.6701578296603389
7,$u_{SCF}$,3615,5,72,12,3704,0.9810274994670646,0.8072800357302368,0.7130461729160212
8,$u_{SCF}$,728,25,26,58,837,0.9767640162012364,0.16257257704332292,0.9163083691630836
9,$u_{SCF}$,299,35,20,64,418,0.9746322745683224,0.06677087985707905,0.9562852959631877
10,$u_{SCF}$,187,48,15,69,319,0.971861010445534,0.041759714158106295,0.9661968846031578
11,$u_{SCF}$,65,115,12,72,264,0.9575783415050096,0.014515408664582403,0.9714532871972318
