,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$Average$,3121,0,90,0,3211,0.9818108326596605,1.0,0.7516051674789201
1,$Average$,3006,0,83,3,3092,0.9826016589115921,0.9616122840690979,0.7585506793690457
2,$Average$,286,11,19,84,400,0.9768104149715215,0.09070726292419917,0.9600159936025591
3,$Average$,72,12,10,92,186,0.9763043026397838,0.022099447513812154,0.9805845511482254
4,$Average$,51,12,6,95,164,0.9760897164621244,0.01525575830092731,0.9825346112886049
5,$Average$,37,17,2,104,160,0.9720072826581703,0.010068027210884354,0.9816134222017927
6,$u_{SCF}$,3721,0,66,0,3787,0.984743411927878,0.9941223617419183,0.6922889412529454
7,$u_{SCF}$,3047,4,59,7,3117,0.9838187702265372,0.8140528987443227,0.7319631954596268
8,$u_{SCF}$,632,19,21,45,717,0.9803513638465094,0.1688485172321667,0.9220567452984019
9,$u_{SCF}$,259,27,16,50,352,0.978502080443828,0.06919583222014426,0.9600816511680653
10,$u_{SCF}$,165,37,12,54,268,0.9761904761904762,0.04408228693561315,0.9692448932751893
11,$u_{SCF}$,53,96,11,55,215,0.9625520110957004,0.014159764894469677,0.9748331967692848
