,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,466,28,24,60,578,0.9761244937113622,0.10406431442608308,0.9406327033689401
1,$u_{SCF}$,241,39,17,67,364,0.9737795779151567,0.053818669048682446,0.9616842105263159
2,$u_{SCF}$,51,169,9,75,304,0.9460669366872735,0.011389012952210809,0.966884531590414
3,$u_{SCF}$,42,373,6,78,499,0.9025794073758261,0.009379187137114784,0.9443515110962418
4,$u_{vMF}$,233,23,18,120,394,0.9675141242937854,0.05530500830761927,0.960536858974359
5,$u_{vMF}$,80,29,12,122,243,0.9665778142300595,0.01863932898415657,0.9748733326439871
6,$u_{vMF}$,38,41,1,125,205,0.9620799273387829,0.007974816369359917,0.976379767254292
7,$u_{vMF}$,28,160,0,141,329,0.9240282685512368,0.005377376608411754,0.9569990850869167
8,$u_{power}$,222,23,18,120,383,0.9675141242937854,0.05269404225017802,0.9615963100371003
9,$u_{power}$,77,29,12,122,240,0.9665572425112844,0.017927823050058207,0.9751604222728214
10,$u_{power}$,37,44,1,125,207,0.9611606122915238,0.0077212020033388985,0.9759888644008816
11,$u_{power}$,28,173,0,141,342,0.9205465587044535,0.005367069196856431,0.955106327119979
12,$u_{baseline}$,241,22,18,119,400,0.9679112008072653,0.05719031798766018,0.9599679743795035
13,$u_{baseline}$,80,29,12,122,243,0.9665572425112844,0.018626309662398137,0.9748577340920849
14,$u_{baseline}$,38,41,5,126,210,0.96094459582198,0.007974816369359917,0.9757897163938205
15,$u_{baseline}$,13,1033,0,151,1197,0.698880976602238,0.0024823372159633377,0.8211564320932316
16,$u_{vMF} + u_{SCF}$,233,23,18,117,391,0.9681001413284878,0.05526565464895636,0.9608255685803025
17,$u_{vMF} + u_{SCF}$,87,29,12,90,218,0.9729896907216495,0.020143551748089836,0.9774233637116818
18,$u_{vMF} + u_{SCF}$,44,118,9,77,248,0.9556810775581143,0.009636443276390714,0.9725845677647578
19,$u_{vMF} + u_{SCF}$,40,316,5,81,442,0.9124183006535947,0.008735531775496833,0.9498752551599001
20,$u_{power} + u_{SCF}$,222,23,18,118,381,0.9678982434887947,0.05265654648956357,0.9617815227204334
21,$u_{power} + u_{SCF}$,80,28,12,103,223,0.9705518945634267,0.018548574078367727,0.9768887967665043
22,$u_{power} + u_{SCF}$,43,59,3,83,188,0.9675760286225402,0.009154779646582926,0.9787378421171682
23,$u_{power} + u_{SCF}$,31,187,0,107,325,0.9291907514450867,0.006178991429140921,0.959582141524686
24,$u_{baseline} + u_{SCF}$,243,20,18,109,390,0.9702489374620522,0.05747398297067171,0.9609140108238123
25,$u_{baseline} + u_{SCF}$,81,28,12,112,233,0.9687435739255603,0.018810961449140733,0.9758674262040392
26,$u_{baseline} + u_{SCF}$,38,36,5,115,194,0.9645373948624687,0.007966457023060796,0.9776497695852535
27,$u_{baseline} + u_{SCF}$,13,1022,0,151,1186,0.7017543859649122,0.002482811306340718,0.8231434536236206
