,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,374,22,19,46,461,0.9790361445783132,0.10750215579189422,0.9463141958774891
1,$u_{SCF}$,196,28,14,51,289,0.9775903614457832,0.056338028169014086,0.9656075211234083
2,$u_{SCF}$,37,125,8,57,227,0.9542168674698795,0.010635240011497557,0.972136982938505
3,$u_{SCF}$,28,274,6,59,367,0.9183132530120482,0.008048289738430584,0.9540618350231568
4,$u_{vMF}$,127,9,14,77,227,0.9794153972828324,0.04583182966438109,0.9767012213897157
5,$u_{vMF}$,56,10,8,87,161,0.9779179810725552,0.019485038274182326,0.9829827713772329
6,$u_{vMF}$,34,15,1,102,152,0.9712685658631605,0.009653605905735378,0.9813038130381304
7,$u_{vMF}$,19,105,0,138,262,0.9025661587810746,0.003700097370983447,0.9450041981528128
8,$u_{power}$,113,9,11,81,214,0.979188131052957,0.04070605187319885,0.9779790080263429
9,$u_{power}$,54,10,6,87,157,0.9782883642495784,0.01871750433275563,0.9833668820849667
10,$u_{power}$,33,18,1,108,160,0.9684472049689441,0.009156492785793563,0.9798893916540976
11,$u_{power}$,11,56,0,128,195,0.9325760351777208,0.0022448979591836735,0.9631031220435194
12,$u_{baseline}$,124,9,14,81,228,0.9785876055178093,0.044733044733044736,0.9765769467844668
13,$u_{baseline}$,54,10,9,88,161,0.9774784255946116,0.018763029881862403,0.9829611599111018
14,$u_{baseline}$,34,15,4,102,155,0.9705524458505719,0.009659090909090909,0.9809371541015864
15,$u_{baseline}$,2,647,0,148,797,0.6701244813278008,0.0003832151753209427,0.8020859200397318
16,$u_{vMF} + u_{SCF}$,139,8,14,50,211,0.9850715322413436,0.04953670705630791,0.9782765366004323
17,$u_{vMF} + u_{SCF}$,63,13,10,49,135,0.9838056680161943,0.019792648444863337,0.9848024316109423
18,$u_{vMF} + u_{SCF}$,30,85,8,54,177,0.964155084125823,0.008503401360544218,0.9781076066790353
19,$u_{vMF} + u_{SCF}$,25,224,5,59,313,0.9294636296840558,0.007050197405527355,0.9603947867898267
20,$u_{power} + u_{SCF}$,137,9,14,49,209,0.9849309334449561,0.04805331462644686,0.9782766864151335
21,$u_{power} + u_{SCF}$,58,12,10,48,128,0.984526967285588,0.01867954911433172,0.9858344400177069
22,$u_{power} + u_{SCF}$,30,32,2,54,118,0.9781094527363184,0.00831255195344971,0.9852167376597343
23,$u_{power} + u_{SCF}$,24,108,0,63,195,0.953469387755102,0.006069802731411229,0.9729279466888796
24,$u_{baseline} + u_{SCF}$,138,9,14,62,223,0.9824162184526273,0.04937388193202147,0.9770599732537805
25,$u_{baseline} + u_{SCF}$,55,9,10,62,136,0.982824427480916,0.01888087881908685,0.9855411439506698
26,$u_{baseline} + u_{SCF}$,34,13,4,67,118,0.9794771561202053,0.009615384615384616,0.9854965585054081
27,$u_{baseline} + u_{SCF}$,2,614,0,148,764,0.6840796019900498,0.00038336208548974505,0.812007874015748
