,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,437,25,21,54,537,0.9780074774576644,0.10449545671927307,0.9430601208779557
1,$u_{SCF}$,226,36,16,59,337,0.9755882999780074,0.05404112864658058,0.9634053643175156
2,$u_{SCF}$,45,156,8,67,276,0.9491972729272048,0.010760401721664276,0.9690166142792995
3,$u_{SCF}$,36,339,6,69,450,0.9089509566747306,0.00860832137733142,0.9483708122992198
4,$u_{vMF}$,189,17,16,108,330,0.9713763702801461,0.049697607152248226,0.9666666666666667
5,$u_{vMF}$,64,22,10,114,210,0.9698347107438017,0.016456672666495243,0.9781204417586998
6,$u_{vMF}$,36,32,1,122,191,0.963953488372093,0.008128245653646421,0.977479070864285
7,$u_{vMF}$,26,109,0,139,274,0.9306293706293707,0.005044625533566162,0.9604503464203233
8,$u_{power}$,179,17,16,107,319,0.9715678310316815,0.04704336399474376,0.96773541013452
9,$u_{power}$,63,22,9,115,209,0.9698097601323408,0.01618289237092217,0.9782041923036813
10,$u_{power}$,35,34,1,122,192,0.9629804291440698,0.007798573975044563,0.9770334928229665
11,$u_{power}$,24,116,0,139,279,0.9284913067863152,0.004648460197559558,0.9595710766555571
12,$u_{baseline}$,194,16,17,106,333,0.9717651838309974,0.05097214923804519,0.9663670336329663
13,$u_{baseline}$,65,22,12,112,211,0.9698222405952873,0.01670521716782318,0.978009379885357
14,$u_{baseline}$,36,32,5,122,195,0.9630576208178439,0.008135593220338983,0.977018267530937
15,$u_{baseline}$,10,903,0,149,1062,0.6993426693340955,0.0019120458891013384,0.8216924110141034
16,$u_{vMF} + u_{SCF}$,191,16,16,105,328,0.9721544715447155,0.050144394854292465,0.9668485951081464
17,$u_{vMF} + u_{SCF}$,79,24,12,72,187,0.9773347324239244,0.01992936427850656,0.9803178612777603
18,$u_{vMF} + u_{SCF}$,42,109,8,65,224,0.9592932229926191,0.00986378581493659,0.9745512383549193
19,$u_{vMF} + u_{SCF}$,36,289,5,69,399,0.9186281102891728,0.008434864104967198,0.9535776614310646
20,$u_{power} + u_{SCF}$,184,15,15,101,315,0.9733143206355673,0.048167539267015703,0.9680883395805896
21,$u_{power} + u_{SCF}$,71,24,11,79,185,0.9762450510523025,0.018066157760814248,0.9806384092098378
22,$u_{power} + u_{SCF}$,41,49,2,71,163,0.9719346675868415,0.009356458238247376,0.9810751190061535
23,$u_{power} + u_{SCF}$,30,146,0,85,261,0.9421052631578948,0.006330449461911795,0.9664481295796375
24,$u_{baseline} + u_{SCF}$,203,15,16,96,330,0.9741027732463295,0.053071895424836604,0.9666127074059084
25,$u_{baseline} + u_{SCF}$,69,17,12,99,197,0.9733998337489609,0.017615522083226958,0.9794040773653947
26,$u_{baseline} + u_{SCF}$,35,31,5,99,170,0.9685681024447031,0.007893549842129003,0.9799764428739693
27,$u_{baseline} + u_{SCF}$,9,886,0,149,1044,0.7042012003429551,0.0017208413001912047,0.825184192900201
