,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,524,41,27,126,718,0.9613237639553429,0.09973353635325466,0.9307083574599498
1,$u_{SCF}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
2,$u_{SCF}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
3,$u_{SCF}$,43,496,6,147,692,0.8706140350877193,0.008184240578606776,0.9265860386165924
4,$u_{vMF}$,524,41,27,126,718,0.9613237639553429,0.09973353635325466,0.9307083574599498
5,$u_{vMF}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
6,$u_{vMF}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
7,$u_{vMF}$,43,496,6,147,692,0.8706140350877193,0.008184240578606776,0.9265860386165924
8,$u_{power}$,525,41,27,126,719,0.9613237639553429,0.09992386752950133,0.9306185467528708
9,$u_{power}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
10,$u_{power}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
11,$u_{power}$,43,496,6,147,692,0.8706140350877193,0.008184240578606776,0.9265860386165924
12,$u_{baseline}$,525,41,27,126,719,0.9613237639553429,0.09992386752950133,0.9306185467528708
13,$u_{baseline}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
14,$u_{baseline}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
15,$u_{baseline}$,26,1518,0,153,1697,0.6668660287081339,0.0049486105824134,0.7976630499582688
16,$u_{vMF} + u_{SCF}$,524,41,27,126,718,0.9613237639553429,0.09973353635325466,0.9307083574599498
17,$u_{vMF} + u_{SCF}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
18,$u_{vMF} + u_{SCF}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
19,$u_{vMF} + u_{SCF}$,43,496,6,147,692,0.8706140350877193,0.008184240578606776,0.9265860386165924
20,$u_{power} + u_{SCF}$,525,41,27,126,719,0.9613237639553429,0.09992386752950133,0.9306185467528708
21,$u_{power} + u_{SCF}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
22,$u_{power} + u_{SCF}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
23,$u_{power} + u_{SCF}$,43,496,6,147,692,0.8706140350877193,0.008184240578606776,0.9265860386165924
24,$u_{baseline} + u_{SCF}$,525,41,27,126,719,0.9613237639553429,0.09992386752950133,0.9306185467528708
25,$u_{baseline} + u_{SCF}$,262,64,19,134,479,0.9567384370015949,0.04986676817662733,0.9524660117098342
26,$u_{baseline} + u_{SCF}$,52,241,9,144,446,0.921451355661882,0.0098972211648268,0.9539731682146543
27,$u_{baseline} + u_{SCF}$,26,1518,0,153,1697,0.6668660287081339,0.0049486105824134,0.7976630499582688
