,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,403,22,19,47,491,0.9796578825705039,0.10766764627304301,0.9452436712389873
1,$u_{SCF}$,210,30,14,52,306,0.9778085991678225,0.056104728827144,0.9650924024640658
2,$u_{SCF}$,40,137,8,58,243,0.9530744336569579,0.010686615014694095,0.971374720226175
3,$u_{SCF}$,31,296,6,60,393,0.9163199260286639,0.008282126636387924,0.9527700997476264
4,$u_{vMF}$,148,11,15,91,265,0.9760540319279575,0.046497015394282123,0.9729674589411405
5,$u_{vMF}$,57,12,8,97,174,0.9755281321899184,0.017335766423357664,0.9816880656703851
6,$u_{vMF}$,34,22,1,113,170,0.9674563292653745,0.008740359897172237,0.9794089147286821
7,$u_{vMF}$,22,106,0,138,266,0.9166097060833903,0.0042776589539179465,0.9527531083481351
8,$u_{power}$,131,11,15,93,250,0.9756347256347256,0.04113029827315542,0.9744376278118608
9,$u_{power}$,56,12,7,98,173,0.9755025125628141,0.01700576981475858,0.9817722052470762
10,$u_{power}$,34,23,1,118,176,0.9654753221492828,0.008594539939332659,0.978319783197832
11,$u_{power}$,16,67,0,135,218,0.9337487700885536,0.0031872509960159364,0.963125845737483
12,$u_{baseline}$,147,10,15,94,266,0.9756247439573945,0.04612488233448384,0.9728349673202614
13,$u_{baseline}$,56,14,10,96,176,0.9749163879598662,0.01704718417047184,0.9814814814814815
14,$u_{baseline}$,34,22,5,113,174,0.9664750957854407,0.008733624454148471,0.9788988600533591
15,$u_{baseline}$,2,742,0,148,892,0.6876096876096877,0.0003831417624521073,0.8145530145530145
16,$u_{vMF} + u_{SCF}$,152,10,14,74,250,0.9798519736842105,0.04742589703588144,0.9744428542220405
17,$u_{vMF} + u_{SCF}$,73,19,12,54,158,0.9814491488432999,0.020934901061084026,0.982736013986014
18,$u_{vMF} + u_{SCF}$,34,93,8,57,192,0.9629542790152403,0.008937960042060988,0.9771591720199857
19,$u_{vMF} + u_{SCF}$,29,244,5,62,340,0.9267373380447586,0.007583682008368201,0.9585769980506822
20,$u_{power} + u_{SCF}$,149,10,14,63,236,0.9820247933884297,0.04614431712604521,0.9757749948675837
21,$u_{power} + u_{SCF}$,64,13,10,58,145,0.9825543829420633,0.018680677174547577,0.9843564570072284
22,$u_{power} + u_{SCF}$,34,37,2,59,132,0.9764082811747713,0.008684546615581098,0.9839883551673945
23,$u_{power} + u_{SCF}$,29,121,0,66,216,0.9506726457399103,0.006778868630201029,0.9709051724137929
24,$u_{baseline} + u_{SCF}$,157,10,15,76,258,0.9792309274110631,0.04897067997504679,0.9736250255571458
25,$u_{baseline} + u_{SCF}$,57,11,11,79,158,0.978781512605042,0.017225747960108794,0.9833262980160407
26,$u_{baseline} + u_{SCF}$,34,17,5,81,137,0.9752403846153846,0.008697876694806856,0.9833959520058176
27,$u_{baseline} + u_{SCF}$,2,714,0,148,864,0.6974376974376975,0.0003831417624521073,0.8214138073584126
