,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,481,29,25,65,600,0.9749737118822293,0.1037980146741476,0.9392220421393841
1,$u_{SCF}$,245,41,18,72,376,0.9724500525762355,0.052870090634441085,0.9609310058187863
2,$u_{SCF}$,52,180,9,81,322,0.943217665615142,0.011221406991799741,0.9653465346534654
3,$u_{SCF}$,43,394,6,84,527,0.8982124079915877,0.00927924039706517,0.9418899547910464
4,$u_{vMF}$,260,28,18,122,428,0.966183574879227,0.05881022393123728,0.9573195053849222
5,$u_{vMF}$,91,32,12,122,257,0.9661086157615353,0.02026274771765754,0.9735623907005452
6,$u_{vMF}$,39,56,1,129,225,0.9583519928347515,0.007921998781230956,0.9743881616391576
7,$u_{vMF}$,29,198,0,143,370,0.9180879173672832,0.005549177190968236,0.9538307961068131
8,$u_{power}$,253,28,18,122,421,0.9661767666599557,0.05721393034825871,0.9579798383072162
9,$u_{power}$,90,33,12,122,257,0.9659044507962433,0.02004008016032064,0.9735569503035292
10,$u_{power}$,39,57,1,128,225,0.9582022471910112,0.007896335290544645,0.9742945275905404
11,$u_{power}$,29,210,0,144,383,0.9149651693490272,0.005549177190968236,0.9521309836270465
12,$u_{baseline}$,271,27,19,121,438,0.9663780954298369,0.061284486657620985,0.9563658099222954
13,$u_{baseline}$,94,32,13,122,261,0.9659044507962433,0.020930750389668226,0.9731564331996297
14,$u_{baseline}$,39,56,5,129,229,0.957484895949877,0.007926829268292683,0.9739387731876638
15,$u_{baseline}$,16,1112,0,153,1281,0.6950337512054002,0.0030528525090631558,0.8182205193699447
16,$u_{vMF} + u_{SCF}$,260,29,18,122,429,0.9659822866344605,0.05881022393123728,0.9572155181011269
17,$u_{vMF} + u_{SCF}$,96,32,12,105,245,0.9694546945469454,0.02128131234759477,0.9747500772956817
18,$u_{vMF} + u_{SCF}$,45,126,9,80,260,0.9539318620098565,0.009529860228716646,0.9716281099956351
19,$u_{vMF} + u_{SCF}$,41,337,5,85,468,0.9084084084084084,0.008673577321768563,0.9476392929066906
20,$u_{power} + u_{SCF}$,254,29,18,122,423,0.9659822866344605,0.05745306491743949,0.9577886438479193
21,$u_{power} + u_{SCF}$,88,33,12,117,250,0.9668711656441717,0.019559902200488997,0.9742427364516795
22,$u_{power} + u_{SCF}$,43,66,5,98,212,0.9627589246364037,0.008864151721294579,0.9763128491620112
23,$u_{power} + u_{SCF}$,31,219,1,118,369,0.9202453987730062,0.006018248883711901,0.9548292324641938
24,$u_{baseline} + u_{SCF}$,276,27,19,117,439,0.9671503426037888,0.062344702959114526,0.9562618312244694
25,$u_{baseline} + u_{SCF}$,95,32,12,120,259,0.9664827304312282,0.021129893238434165,0.9733456828239169
26,$u_{baseline} + u_{SCF}$,40,43,5,128,216,0.9605734767025089,0.008121827411167513,0.975432211101001
27,$u_{baseline} + u_{SCF}$,15,1107,0,153,1275,0.6963123644251626,0.0028625954198473282,0.8192258613356018
