,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,496,30,25,69,620,0.9742898610823139,0.10363560384454659,0.9381113994809342
1,$u_{SCF}$,248,42,18,76,384,0.9718017831225378,0.051817801922273296,0.9606476737036278
2,$u_{SCF}$,52,193,9,85,339,0.9404934687953556,0.010865022983702465,0.9639783232387631
3,$u_{SCF}$,43,415,6,88,552,0.8944640265394982,0.008984538236523192,0.9398692810457516
4,$u_{vMF}$,304,31,21,122,478,0.9650532235388632,0.06565874730021598,0.9526169706582078
5,$u_{vMF}$,106,37,13,125,281,0.9644453474197481,0.02261574567953915,0.9712531969309462
6,$u_{vMF}$,43,67,2,135,247,0.9551549791162893,0.00849802371541502,0.9723620901868637
7,$u_{vMF}$,34,248,3,144,429,0.9096523330283623,0.006492266564827191,0.9488250029822258
8,$u_{power}$,300,32,21,122,475,0.9648523799959832,0.06479481641468683,0.952891004661311
9,$u_{power}$,106,37,13,125,281,0.9644381223328592,0.022610921501706484,0.9712473140284458
10,$u_{power}$,42,71,2,136,251,0.9539951573849879,0.008290564547966837,0.9718578315954703
11,$u_{power}$,34,261,1,144,440,0.9071150766415008,0.006491027109583811,0.9474313022700119
12,$u_{baseline}$,309,31,22,122,484,0.964859437751004,0.06675307841866494,0.9520507232019021
13,$u_{baseline}$,109,35,14,124,282,0.9648373983739837,0.023245894647046277,0.971153846153846
14,$u_{baseline}$,43,67,6,135,251,0.9542957591738079,0.008501383946223804,0.9719145127000112
15,$u_{baseline}$,19,1201,0,153,1373,0.6897341888175985,0.0036224976167778837,0.8142837819559042
16,$u_{vMF} + u_{SCF}$,304,32,21,122,479,0.9648453194053837,0.06564456920751457,0.952503718393654
17,$u_{vMF} + u_{SCF}$,106,36,13,123,278,0.9650050864699898,0.02258201959948871,0.9715280622695617
18,$u_{vMF} + u_{SCF}$,45,140,9,93,287,0.9489666807254323,0.009245942058763099,0.969096586626467
19,$u_{vMF} + u_{SCF}$,41,361,5,97,504,0.9022794428028704,0.008417162800246356,0.9443339960238569
20,$u_{power} + u_{SCF}$,302,32,20,122,476,0.965032154340836,0.06518454565076624,0.9527777777777777
21,$u_{power} + u_{SCF}$,106,36,13,124,279,0.9648087876322213,0.02258683145109738,0.9714285714285714
22,$u_{power} + u_{SCF}$,44,79,5,104,232,0.9589967284623773,0.00875796178343949,0.974296476844671
23,$u_{power} + u_{SCF}$,34,260,2,136,432,0.9091738931994523,0.00650468720107136,0.9485714285714286
24,$u_{baseline} + u_{SCF}$,321,30,21,121,493,0.965427135678392,0.06927060854553302,0.9511832854738094
25,$u_{baseline} + u_{SCF}$,115,34,13,123,285,0.9653979238754326,0.024488926746166952,0.9708320540374578
26,$u_{baseline} + u_{SCF}$,43,58,6,135,242,0.9562252529696437,0.008492988346829943,0.9729185317815577
27,$u_{baseline} + u_{SCF}$,17,1200,0,153,1370,0.690105359596885,0.0032424184627121875,0.814764737696052
