,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,407,0,0,0,407,1.0,0.1047349459598559,0.713581984517945
1,$u_{SCF}$,199,0,0,0,199,1.0,0.05120946989191971,0.8359439406430338
2,$u_{SCF}$,39,0,0,0,39,1.0,0.010036026762738034,0.962962962962963
3,$u_{SCF}$,19,0,0,0,19,1.0,0.004889346371590325,0.9816069699903195
4,$u_{vMF}$,164,0,0,0,164,1.0,0.043351837166270155,0.8815028901734104
5,$u_{vMF}$,37,0,0,0,37,1.0,0.009780597409463389,0.9705648369132855
6,$u_{vMF}$,7,0,0,0,7,1.0,0.0018503832936822627,0.9942950285248573
7,$u_{vMF}$,6,0,0,0,6,1.0,0.0015860428231562252,0.9951060358890702
8,$u_{power}$,151,0,0,0,151,1.0,0.039915411049431665,0.8898614150255288
9,$u_{power}$,34,0,0,0,34,1.0,0.008987575997885276,0.9728867623604466
10,$u_{power}$,7,0,0,0,7,1.0,0.0018503832936822627,0.9942950285248573
11,$u_{power}$,6,0,0,0,6,1.0,0.0015860428231562252,0.9951060358890702
12,$u_{baseline}$,147,0,0,0,147,1.0,0.03885804916732752,0.8924652523774689
13,$u_{baseline}$,35,0,0,0,35,1.0,0.009251916468411314,0.9721115537848606
14,$u_{baseline}$,7,0,0,0,7,1.0,0.0018503832936822627,0.9942950285248573
15,$u_{baseline}$,6,0,0,0,6,1.0,0.0015860428231562252,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,162,0,0,0,162,1.0,0.04282315622521808,0.8827785817655571
17,$u_{vMF} + u_{SCF}$,37,0,0,0,37,1.0,0.009780597409463389,0.9705648369132855
18,$u_{vMF} + u_{SCF}$,8,0,0,0,8,1.0,0.002079542500649857,0.9927272727272727
19,$u_{vMF} + u_{SCF}$,7,0,0,0,7,1.0,0.0018078512396694215,0.9933269780743564
20,$u_{power} + u_{SCF}$,151,0,0,0,151,1.0,0.039915411049431665,0.8898614150255288
21,$u_{power} + u_{SCF}$,34,0,0,0,34,1.0,0.008987575997885276,0.9728867623604466
22,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0018367882445552348,0.9940222032450897
23,$u_{power} + u_{SCF}$,6,0,0,0,6,1.0,0.001566579634464752,0.9946996466431096
24,$u_{baseline} + u_{SCF}$,151,0,0,0,151,1.0,0.039915411049431665,0.8898614150255288
25,$u_{baseline} + u_{SCF}$,36,0,0,0,36,1.0,0.00951625693893735,0.9713375796178344
26,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.0018503832936822627,0.9942950285248573
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.001585204755614267,0.9950900163666121
