,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,379,0,0,0,379,1.0,0.10643077787138444,0.7095785440613028
1,$u_{SCF}$,184,0,0,0,184,1.0,0.05167087896658242,0.8342342342342343
2,$u_{SCF}$,37,0,0,0,37,1.0,0.010390339792193204,0.9615784008307372
3,$u_{SCF}$,18,0,0,0,18,1.0,0.005054759898904802,0.9809322033898304
4,$u_{vMF}$,122,0,0,0,122,1.0,0.035735207967193906,0.9090909090909091
5,$u_{vMF}$,28,0,0,0,28,1.0,0.008201523140011716,0.9775641025641025
6,$u_{vMF}$,6,0,0,0,6,1.0,0.0017574692442882249,0.9951060358890702
7,$u_{vMF}$,6,0,0,0,6,1.0,0.0017569546120058566,0.9950980392156863
8,$u_{power}$,108,0,0,0,108,1.0,0.03163444639718805,0.9186746987951807
9,$u_{power}$,23,0,0,0,23,1.0,0.006736965436438196,0.9814963797264682
10,$u_{power}$,6,0,0,0,6,1.0,0.0017574692442882249,0.9951060358890702
11,$u_{power}$,6,0,0,0,6,1.0,0.0017569546120058566,0.9950980392156863
12,$u_{baseline}$,109,0,0,0,109,1.0,0.03192735793790275,0.9179834462001505
13,$u_{baseline}$,24,0,0,0,24,1.0,0.007029876977152899,0.9807073954983923
14,$u_{baseline}$,6,0,0,0,6,1.0,0.0017574692442882249,0.9951060358890702
15,$u_{baseline}$,6,0,0,0,6,1.0,0.0017569546120058566,0.9950980392156863
16,$u_{vMF} + u_{SCF}$,123,0,0,0,123,1.0,0.03602811950790861,0.9084139985107967
17,$u_{vMF} + u_{SCF}$,29,0,0,0,29,1.0,0.00849194729136164,0.9767441860465117
18,$u_{vMF} + u_{SCF}$,7,0,0,0,7,1.0,0.001996007984031936,0.9932756964457252
19,$u_{vMF} + u_{SCF}$,5,0,0,0,5,1.0,0.001415227851684121,0.9949341438703141
20,$u_{power} + u_{SCF}$,107,0,0,0,107,1.0,0.03134153485647335,0.9193669932177844
21,$u_{power} + u_{SCF}$,24,0,0,0,24,1.0,0.007027818448023426,0.9806763285024155
22,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0020213687554143807,0.9937998228520816
23,$u_{power} + u_{SCF}$,5,0,0,0,5,1.0,0.0014367816091954023,0.9954254345837146
24,$u_{baseline} + u_{SCF}$,107,0,0,0,107,1.0,0.03134153485647335,0.9193669932177844
25,$u_{baseline} + u_{SCF}$,26,0,0,0,26,1.0,0.007615700058582308,0.9791332263242375
26,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.002050380785002929,0.9942950285248573
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.001756440281030445,0.9950900163666121
