,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,467,0,0,0,467,1.0,0.10209881941407958,0.7053627760252367
1,$u_{SCF}$,235,0,0,0,235,1.0,0.05137735024048973,0.8263118994826312
2,$u_{SCF}$,46,0,0,0,46,1.0,0.010056843025797988,0.9604810996563573
3,$u_{SCF}$,22,0,0,0,22,1.0,0.004809794490599038,0.980701754385965
4,$u_{vMF}$,270,0,0,0,270,1.0,0.05969489277028521,0.8187919463087248
5,$u_{vMF}$,95,0,0,0,95,1.0,0.021003758567322575,0.9277566539923954
6,$u_{vMF}$,9,0,0,0,9,1.0,0.001989829759009507,0.9926769731489016
7,$u_{vMF}$,6,0,0,0,6,1.0,0.0013265531726730046,0.9951060358890702
8,$u_{power}$,262,0,0,0,262,1.0,0.0579261552067212,0.8232118758434548
9,$u_{power}$,92,0,0,0,92,1.0,0.02034048198098607,0.9298780487804877
10,$u_{power}$,9,0,0,0,9,1.0,0.001989829759009507,0.9926769731489016
11,$u_{power}$,6,0,0,0,6,1.0,0.0013265531726730046,0.9951060358890702
12,$u_{baseline}$,263,0,0,0,263,1.0,0.0581472474021667,0.8226567768037761
13,$u_{baseline}$,90,0,0,0,90,1.0,0.01989829759009507,0.9312977099236641
14,$u_{baseline}$,9,0,0,0,9,1.0,0.001989829759009507,0.9926769731489016
15,$u_{baseline}$,6,0,0,0,6,1.0,0.0013265531726730046,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,270,0,0,0,270,1.0,0.05969489277028521,0.8187919463087248
17,$u_{vMF} + u_{SCF}$,95,0,0,0,95,1.0,0.021003758567322575,0.9277566539923954
18,$u_{vMF} + u_{SCF}$,10,0,0,0,10,1.0,0.002202158114952654,0.9916247906197655
19,$u_{vMF} + u_{SCF}$,8,0,0,0,8,1.0,0.0017543859649122807,0.9930675909878682
20,$u_{power} + u_{SCF}$,263,0,0,0,263,1.0,0.0581472474021667,0.8226567768037761
21,$u_{power} + u_{SCF}$,93,0,0,0,93,1.0,0.020561574176431573,0.9291698400609292
22,$u_{power} + u_{SCF}$,9,0,0,0,9,1.0,0.001989389920424403,0.9926650366748166
23,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0015459363957597172,0.9942481511914544
24,$u_{baseline} + u_{SCF}$,266,0,0,0,266,1.0,0.058810523988503206,0.8209959623149394
25,$u_{baseline} + u_{SCF}$,95,0,0,0,95,1.0,0.021003758567322575,0.9277566539923954
26,$u_{baseline} + u_{SCF}$,9,0,0,0,9,1.0,0.001989829759009507,0.9926769731489016
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.0013265531726730046,0.9951060358890702
