,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,428,0,0,0,428,1.0,0.10395919358756377,0.7096336499321574
1,$u_{SCF}$,210,0,0,0,210,1.0,0.051008015545299976,0.8328025477707006
2,$u_{SCF}$,41,0,0,0,41,1.0,0.009958707796939519,0.9622815087396503
3,$u_{SCF}$,20,0,0,0,20,1.0,0.004857906242409522,0.9812382739212007
4,$u_{vMF}$,190,0,0,0,190,1.0,0.04714640198511166,0.8652482269503545
5,$u_{vMF}$,48,0,0,0,48,1.0,0.011910669975186104,0.9621451104100947
6,$u_{vMF}$,7,0,0,0,7,1.0,0.0017369727047146402,0.9942950285248573
7,$u_{vMF}$,6,0,0,0,6,1.0,0.001488833746898263,0.9951060358890702
8,$u_{power}$,182,0,0,0,182,1.0,0.04516129032258064,0.8701854493580599
9,$u_{power}$,43,0,0,0,43,1.0,0.010669975186104219,0.9659540775930324
10,$u_{power}$,7,0,0,0,7,1.0,0.0017369727047146402,0.9942950285248573
11,$u_{power}$,6,0,0,0,6,1.0,0.001488833746898263,0.9951060358890702
12,$u_{baseline}$,184,0,0,0,184,1.0,0.0456575682382134,0.868945868945869
13,$u_{baseline}$,45,0,0,0,45,1.0,0.011166253101736972,0.9644268774703557
14,$u_{baseline}$,7,0,0,0,7,1.0,0.0017369727047146402,0.9942950285248573
15,$u_{baseline}$,6,0,0,0,6,1.0,0.001488833746898263,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,191,0,0,0,191,1.0,0.04739454094292804,0.8646350106307582
17,$u_{vMF} + u_{SCF}$,48,0,0,0,48,1.0,0.011910669975186104,0.9621451104100947
18,$u_{vMF} + u_{SCF}$,10,0,0,0,10,1.0,0.002450379808870375,0.9911347517730497
19,$u_{vMF} + u_{SCF}$,7,0,0,0,7,1.0,0.001708567244325116,0.9935956084172004
20,$u_{power} + u_{SCF}$,180,0,0,0,180,1.0,0.04466501240694789,0.8714285714285713
21,$u_{power} + u_{SCF}$,44,0,0,0,44,1.0,0.010918114143920596,0.9651898734177216
22,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0017301038062283738,0.994142259414226
23,$u_{power} + u_{SCF}$,6,0,0,0,6,1.0,0.0014763779527559055,0.9948186528497409
24,$u_{baseline} + u_{SCF}$,182,0,0,0,182,1.0,0.04516129032258064,0.8701854493580599
25,$u_{baseline} + u_{SCF}$,46,0,0,0,46,1.0,0.01141439205955335,0.9636650868878357
26,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.0017369727047146402,0.9942950285248573
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.0014884644008930786,0.9950980392156863
