,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,420,0,0,0,420,1.0,0.10497375656085979,0.7107438016528926
1,$u_{SCF}$,205,0,0,0,205,1.0,0.051237190702324416,0.8342764753435731
2,$u_{SCF}$,40,0,0,0,40,1.0,0.009997500624843789,0.9626865671641791
3,$u_{SCF}$,19,0,0,0,19,1.0,0.0047488127968008,0.9819219790675547
4,$u_{vMF}$,177,0,0,0,177,1.0,0.04530330176606091,0.8732999284180387
5,$u_{vMF}$,42,0,0,0,42,1.0,0.010749936012285641,0.9667194928684627
6,$u_{vMF}$,7,0,0,0,7,1.0,0.0017916560020476069,0.9942950285248573
7,$u_{vMF}$,6,0,0,0,6,1.0,0.0015357051446122344,0.9951060358890702
8,$u_{power}$,164,0,0,0,164,1.0,0.041975940619401075,0.8815028901734104
9,$u_{power}$,41,0,0,0,41,1.0,0.010493985154850269,0.9674861221252974
10,$u_{power}$,7,0,0,0,7,1.0,0.0017916560020476069,0.9942950285248573
11,$u_{power}$,6,0,0,0,6,1.0,0.0015357051446122344,0.9951060358890702
12,$u_{baseline}$,164,0,0,0,164,1.0,0.041975940619401075,0.8815028901734104
13,$u_{baseline}$,40,0,0,0,40,1.0,0.010238034297414897,0.9682539682539683
14,$u_{baseline}$,7,0,0,0,7,1.0,0.0017916560020476069,0.9942950285248573
15,$u_{baseline}$,6,0,0,0,6,1.0,0.0015357051446122344,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,175,0,0,0,175,1.0,0.04479140005119017,0.8745519713261649
17,$u_{vMF} + u_{SCF}$,42,0,0,0,42,1.0,0.010749936012285641,0.9667194928684627
18,$u_{vMF} + u_{SCF}$,9,0,0,0,9,1.0,0.002268716914544996,0.9918845807033363
19,$u_{vMF} + u_{SCF}$,7,0,0,0,7,1.0,0.0017565872020075283,0.9934640522875817
20,$u_{power} + u_{SCF}$,163,0,0,0,163,1.0,0.041719989761965705,0.8821402747650037
21,$u_{power} + u_{SCF}$,40,0,0,0,40,1.0,0.010238034297414897,0.9682539682539683
22,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0017825311942959,0.9941027801179445
23,$u_{power} + u_{SCF}$,6,0,0,0,6,1.0,0.0015201418799087915,0.9947643979057591
24,$u_{baseline} + u_{SCF}$,166,0,0,0,166,1.0,0.042487842334271816,0.8802308802308803
25,$u_{baseline} + u_{SCF}$,40,0,0,0,40,1.0,0.010238034297414897,0.9682539682539683
26,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.0017916560020476069,0.9942950285248573
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.0015353121801432957,0.9950980392156863
