,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,453,0,0,0,453,1.0,0.10432980193459235,0.7060350421804024
1,$u_{SCF}$,226,0,0,0,226,1.0,0.0520497466605251,0.8280060882800608
2,$u_{SCF}$,44,0,0,0,44,1.0,0.010133578995854445,0.9611307420494699
3,$u_{SCF}$,21,0,0,0,21,1.0,0.004836480884385076,0.9810640216411182
4,$u_{vMF}$,223,0,0,0,223,1.0,0.05215154349859682,0.8454608454608455
5,$u_{vMF}$,66,0,0,0,66,1.0,0.015434985968194575,0.9486780715396579
6,$u_{vMF}$,7,0,0,0,7,1.0,0.001637043966323667,0.9942950285248573
7,$u_{vMF}$,6,0,0,0,6,1.0,0.001403180542563143,0.9951060358890702
8,$u_{power}$,220,0,0,0,220,1.0,0.05144995322731525,0.8472222222222222
9,$u_{power}$,64,0,0,0,64,1.0,0.014967259120673527,0.9501557632398754
10,$u_{power}$,7,0,0,0,7,1.0,0.001637043966323667,0.9942950285248573
11,$u_{power}$,6,0,0,0,6,1.0,0.001403180542563143,0.9951060358890702
12,$u_{baseline}$,221,0,0,0,221,1.0,0.05168381665107577,0.8466342817487855
13,$u_{baseline}$,58,0,0,0,58,1.0,0.013564078578110383,0.9546165884194053
14,$u_{baseline}$,7,0,0,0,7,1.0,0.001637043966323667,0.9942950285248573
15,$u_{baseline}$,6,0,0,0,6,1.0,0.001403180542563143,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,224,0,0,0,224,1.0,0.052385406922357346,0.8448753462603878
17,$u_{vMF} + u_{SCF}$,65,0,0,0,65,1.0,0.01520112254443405,0.9494163424124513
18,$u_{vMF} + u_{SCF}$,10,0,0,0,10,1.0,0.002318571759795966,0.9913494809688582
19,$u_{vMF} + u_{SCF}$,8,0,0,0,8,1.0,0.0018475750577367205,0.9928571428571429
20,$u_{power} + u_{SCF}$,219,0,0,0,219,1.0,0.05121608980355472,0.8478109798471161
21,$u_{power} + u_{SCF}$,62,0,0,0,62,1.0,0.014499532273152479,0.9516380655226209
22,$u_{power} + u_{SCF}$,8,0,0,0,8,1.0,0.001869158878504673,0.9934426229508196
23,$u_{power} + u_{SCF}$,6,0,0,0,6,1.0,0.0013969732246798604,0.9949494949494949
24,$u_{baseline} + u_{SCF}$,215,0,0,0,215,1.0,0.050280636108512626,0.8501742160278746
25,$u_{baseline} + u_{SCF}$,62,0,0,0,62,1.0,0.014499532273152479,0.9516380655226209
26,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.001637043966323667,0.9942950285248573
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.001403180542563143,0.9951060358890702
