,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,490,0,0,0,490,1.0,0.10204081632653061,0.7019464720194647
1,$u_{SCF}$,246,0,0,0,246,1.0,0.051228654727197,0.8242857142857143
2,$u_{SCF}$,48,0,0,0,48,1.0,0.009995835068721367,0.9600665557404326
3,$u_{SCF}$,23,0,0,0,23,1.0,0.004789670970428988,0.9804587935429057
4,$u_{vMF}$,344,0,0,0,344,1.0,0.0721325225414133,0.7800511508951408
5,$u_{vMF}$,142,0,0,0,142,1.0,0.02977563430488572,0.895741556534508
6,$u_{vMF}$,12,0,0,0,12,1.0,0.0025162507863283707,0.9902597402597403
7,$u_{vMF}$,7,0,0,0,7,1.0,0.0014678129586915495,0.9942950285248573
8,$u_{power}$,341,0,0,0,341,1.0,0.0715034598448312,0.7815502882767457
9,$u_{power}$,141,0,0,0,141,1.0,0.029565946739358355,0.8963997060984571
10,$u_{power}$,11,0,0,0,11,1.0,0.0023065632208010066,0.9910641754671
11,$u_{power}$,7,0,0,0,7,1.0,0.0014678129586915495,0.9942950285248573
12,$u_{baseline}$,345,0,0,0,345,1.0,0.07234221010694065,0.779552715654952
13,$u_{baseline}$,137,0,0,0,137,1.0,0.0287271964772489,0.8990420044215182
14,$u_{baseline}$,12,0,0,0,12,1.0,0.0025162507863283707,0.9902597402597403
15,$u_{baseline}$,7,0,0,0,7,1.0,0.0014678129586915495,0.9942950285248573
16,$u_{vMF} + u_{SCF}$,345,0,0,0,345,1.0,0.07234221010694065,0.779552715654952
17,$u_{vMF} + u_{SCF}$,140,0,0,0,140,1.0,0.02935625917383099,0.8970588235294117
18,$u_{vMF} + u_{SCF}$,12,0,0,0,12,1.0,0.0025151959756864388,0.990228013029316
19,$u_{vMF} + u_{SCF}$,9,0,0,0,9,1.0,0.0018808777429467085,0.9924812030075187
20,$u_{power} + u_{SCF}$,341,0,0,0,341,1.0,0.0715034598448312,0.7815502882767457
21,$u_{power} + u_{SCF}$,140,0,0,0,140,1.0,0.02935625917383099,0.8970588235294117
22,$u_{power} + u_{SCF}$,10,0,0,0,10,1.0,0.0020968756552736424,0.991869918699187
23,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0014675052410901468,0.9942857142857142
24,$u_{baseline} + u_{SCF}$,347,0,0,0,347,1.0,0.07276158523799539,0.778557753669432
25,$u_{baseline} + u_{SCF}$,141,0,0,0,141,1.0,0.029565946739358355,0.8963997060984571
26,$u_{baseline} + u_{SCF}$,10,0,0,0,10,1.0,0.0020968756552736424,0.991869918699187
27,$u_{baseline} + u_{SCF}$,7,0,0,0,7,1.0,0.0014678129586915495,0.9942950285248573
