,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,460,0,0,0,460,1.0,0.1031390134529148,0.7047496790757382
1,$u_{SCF}$,230,0,0,0,230,1.0,0.0515695067264574,0.8268072289156627
2,$u_{SCF}$,45,0,0,0,45,1.0,0.010089686098654708,0.9606299212598425
3,$u_{SCF}$,22,0,0,0,22,1.0,0.004932735426008968,0.9803571428571428
4,$u_{vMF}$,241,0,0,0,241,1.0,0.05478517844964765,0.8350444900752909
5,$u_{vMF}$,77,0,0,0,77,1.0,0.01750397817685838,0.9406322282189669
6,$u_{vMF}$,8,0,0,0,8,1.0,0.0018185951352580132,0.993485342019544
7,$u_{vMF}$,6,0,0,0,6,1.0,0.00136394635144351,0.9951060358890702
8,$u_{power}$,231,0,0,0,231,1.0,0.05251193453057513,0.8407994486560993
9,$u_{power}$,76,0,0,0,76,1.0,0.017276653784951124,0.9413580246913581
10,$u_{power}$,7,0,0,0,7,1.0,0.0015912707433507615,0.9942950285248573
11,$u_{power}$,6,0,0,0,6,1.0,0.00136394635144351,0.9951060358890702
12,$u_{baseline}$,238,0,0,0,238,1.0,0.05410320527392589,0.8367626886145405
13,$u_{baseline}$,77,0,0,0,77,1.0,0.01750397817685838,0.9406322282189669
14,$u_{baseline}$,7,0,0,0,7,1.0,0.0015912707433507615,0.9942950285248573
15,$u_{baseline}$,6,0,0,0,6,1.0,0.00136394635144351,0.9951060358890702
16,$u_{vMF} + u_{SCF}$,241,0,0,0,241,1.0,0.05478517844964765,0.8350444900752909
17,$u_{vMF} + u_{SCF}$,78,0,0,0,78,1.0,0.01773130256876563,0.9399075500770416
18,$u_{vMF} + u_{SCF}$,10,0,0,0,10,1.0,0.0022593764121102574,0.9914965986394558
19,$u_{vMF} + u_{SCF}$,8,0,0,0,8,1.0,0.001799370220422852,0.9929453262786596
20,$u_{power} + u_{SCF}$,231,0,0,0,231,1.0,0.05251193453057513,0.8407994486560993
21,$u_{power} + u_{SCF}$,75,0,0,0,75,1.0,0.017049329393043874,0.9420849420849421
22,$u_{power} + u_{SCF}$,8,0,0,0,8,1.0,0.0018177686889343332,0.9934640522875817
23,$u_{power} + u_{SCF}$,7,0,0,0,7,1.0,0.0015862225243598459,0.9941618015012511
24,$u_{baseline} + u_{SCF}$,244,0,0,0,244,1.0,0.0554671516253694,0.8333333333333333
25,$u_{baseline} + u_{SCF}$,75,0,0,0,75,1.0,0.017049329393043874,0.9420849420849421
26,$u_{baseline} + u_{SCF}$,8,0,0,0,8,1.0,0.0018185951352580132,0.993485342019544
27,$u_{baseline} + u_{SCF}$,6,0,0,0,6,1.0,0.00136394635144351,0.9951060358890702
