,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,6367,2,75,1,6445,0.9895203546956872,0.9515767448811837,0.6956316410861866
1,$u_{SCF}$,1881,14,24,52,1971,0.9879081015719468,0.2811238977731281,0.8818132757690231
2,$u_{SCF}$,694,26,13,63,796,0.9862958484482064,0.1037214168285757,0.948572166946634
3,$u_{SCF}$,341,34,6,70,451,0.9852210130323794,0.0509639814676431,0.9701660382350996
4,$u_{SCF}$,67,95,2,74,238,0.9770253929866989,0.010013450904199672,0.9838993370315249
5,$u_{power} + u_{SCF}$,4642,0,109,1,4752,0.9884002952652114,0.9980649322726295,0.7977700229806792
6,$u_{power} + u_{SCF}$,1017,8,29,51,1105,0.9906283280085197,0.2143760539629005,0.9439342432391293
7,$u_{power} + u_{SCF}$,203,12,6,51,272,0.992483660130719,0.04097698829228906,0.9852925273061535
8,$u_{power} + u_{SCF}$,75,18,4,57,154,0.9911136107986501,0.014302059496567507,0.9913366336633662
9,$u_{power} + u_{SCF}$,12,24,2,69,107,0.9881767268201618,0.001967535661583866,0.9933070619878651
