,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,7967,2,108,2,8079,0.9870893371757925,0.9486782567277924,0.6794683594524896
1,$u_{SCF}$,2323,19,35,75,2452,0.9851296829971181,0.2766134793998571,0.8745395006139991
2,$u_{SCF}$,857,39,17,93,1006,0.9828242074927954,0.10204810669206954,0.9442906191161813
3,$u_{SCF}$,424,58,9,101,592,0.9806340057636888,0.05048821147892355,0.9663750993979325
4,$u_{SCF}$,85,137,3,107,332,0.9715273775216138,0.010121457489878543,0.9806841982778682
5,$u_{power} + u_{SCF}$,7356,2,188,1,7547,0.9800751095347382,0.982503005209029,0.7134449633595322
6,$u_{power} + u_{SCF}$,1655,23,54,103,1835,0.9810944228547421,0.21914724576271186,0.9105619729980017
7,$u_{power} + u_{SCF}$,374,43,17,133,567,0.9795073263962625,0.0488569562377531,0.9701845716990062
8,$u_{power} + u_{SCF}$,128,44,5,121,298,0.9817164981716499,0.016463022508038584,0.9839387733103374
9,$u_{power} + u_{SCF}$,17,53,3,114,187,0.9807714059495533,0.00206511175898931,0.9893319641736552
