,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,9147,2,177,4,9330,0.9807530500631048,0.9464045525090533,0.6665475339528234
1,$u_{SCF}$,2613,31,56,125,2825,0.9777029869583509,0.2703569580962235,0.8680954382032965
2,$u_{SCF}$,947,72,27,154,1200,0.9733908287757678,0.09798241076047594,0.9391171993911719
3,$u_{SCF}$,462,102,14,167,745,0.9702355910811948,0.04780134505949302,0.9611878093253451
4,$u_{SCF}$,91,234,4,177,506,0.9563525452250736,0.009415416451112261,0.972929595548898
5,$u_{power} + u_{SCF}$,9131,2,238,3,9374,0.9748082106572673,0.9584339246352472,0.6673527324343506
6,$u_{power} + u_{SCF}$,2463,40,81,147,2731,0.972161628752467,0.25801382778126963,0.8726747167700125
7,$u_{power} + u_{SCF}$,787,81,37,185,1090,0.9684375,0.08221038336989449,0.9446250762040236
8,$u_{power} + u_{SCF}$,359,107,21,205,692,0.9651746496548839,0.03735303298304027,0.963864229765013
9,$u_{power} + u_{SCF}$,38,198,5,229,470,0.954246981571701,0.003905045730140787,0.9745808545159547
