,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,6153,2,71,1,6227,0.9897931034482759,0.9517401392111369,0.6974099810486417
1,$u_{SCF}$,1818,14,23,49,1904,0.9881379310344828,0.28120649651972157,0.8827008378511583
2,$u_{SCF}$,667,26,12,60,765,0.9864827586206897,0.10317092034029389,0.9492335257814055
3,$u_{SCF}$,328,33,6,66,433,0.9855172413793103,0.05073472544470224,0.9705902329688243
4,$u_{SCF}$,63,93,2,70,228,0.9772413793103448,0.00974477958236659,0.9841644672871233
5,$u_{power} + u_{SCF}$,4247,0,95,1,4343,0.9898552256155553,0.998824082784572,0.8118039606534644
6,$u_{power} + u_{SCF}$,941,7,27,44,1019,0.9916782246879334,0.21672040534315984,0.9480340659901065
7,$u_{power} + u_{SCF}$,183,10,5,47,245,0.9932151455460714,0.03998252130216299,0.9866826112953199
8,$u_{power} + u_{SCF}$,71,17,4,54,146,0.9914656349567592,0.014410391719098843,0.9916913271113135
9,$u_{power} + u_{SCF}$,12,24,2,63,101,0.988712745719721,0.002058319039451115,0.9935640094309565
