,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,8668,2,137,4,8811,0.9844260509692877,0.9472188831821658,0.6723195358696864
1,$u_{SCF}$,2502,25,45,96,2668,0.9819211500762361,0.273412741776855,0.8711111111111112
2,$u_{SCF}$,916,49,21,120,1106,0.9793073404487039,0.10009834990711397,0.9420639078051335
3,$u_{SCF}$,449,73,12,129,663,0.9766935308211718,0.04906567588241722,0.9643529222001183
4,$u_{SCF}$,89,175,4,137,405,0.9655848399041603,0.009725713036826577,0.9776699564426311
5,$u_{power} + u_{SCF}$,8437,2,218,2,8659,0.976932668329177,0.9687679412102422,0.6847030550194806
6,$u_{power} + u_{SCF}$,2094,33,68,132,2327,0.9756937200083455,0.23939636446781754,0.8893643322398137
7,$u_{power} + u_{SCF}$,569,60,27,167,823,0.9733081126523749,0.06453442213904956,0.9574611050808912
8,$u_{power} + u_{SCF}$,212,67,11,179,469,0.9727667691003496,0.023830935251798562,0.9750916139996814
9,$u_{power} + u_{SCF}$,21,97,3,162,283,0.9713253803217686,0.0022836015658982164,0.9843065491044196
