,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,SCF_tau-0.31_T-5.38_T_data-1,250,0,0,0,250,1.0,0.05757715338553662,0.8131539611360239
