,models,FAR=$Average$tau-0.178,FAR=$Average$tau-0.217,FAR=$Average$tau-0.295,FAR=$Average$tau-0.3316050800917002,FAR=$Average$tau-0.3544668614198186,FAR=$Average$tau-0.41305037376834797,FAR={SCF}$tau-0.178,FAR={SCF}$tau-0.217,FAR={SCF}$tau-0.295,FAR={SCF}$tau-0.3316050800917002,FAR={SCF}$tau-0.3544668614198186,FAR={SCF}$tau-0.41305037376834797
0,$u_{SCF}$,0.2935,0.2934,0.2918,0.2913,0.291,0.2893,0.2946,0.2943,0.2931,0.2923,0.2916,0.2871
