,models,FAR=$Average$tau-0.178,FAR=$Average$tau-0.217,FAR=$Average$tau-0.295,FAR=$Average$tau-0.3316050800917002,FAR=$Average$tau-0.3544668614198186,FAR=$Average$tau-0.41305037376834797,FAR={SCF}$tau-0.178,FAR={SCF}$tau-0.217,FAR={SCF}$tau-0.295,FAR={SCF}$tau-0.3316050800917002,FAR={SCF}$tau-0.3544668614198186,FAR={SCF}$tau-0.41305037376834797
0,$u_{SCF}$,32.12,28.3,6.34,3.9,2.8,1.24,25.0,21.44,7.14,5.46,4.14,3.38
