,models,FAR=$Average$tau-0.178,FAR=$Average$tau-0.217,FAR=$Average$tau-0.295,FAR=$Average$tau-0.3316050800917002,FAR=$Average$tau-0.3544668614198186,FAR=$Average$tau-0.41305037376834797,FAR={SCF}$tau-0.178,FAR={SCF}$tau-0.217,FAR={SCF}$tau-0.295,FAR={SCF}$tau-0.3316050800917002,FAR={SCF}$tau-0.3544668614198186,FAR={SCF}$tau-0.41305037376834797
0,$u_{SCF}$,0.2999,0.2697,0.0318,0.0089,0.0053,0.003,0.2982,0.2426,0.0495,0.0201,0.0126,0.0041
