,models,FAR=$Average$tau-0.178,FAR=$Average$tau-0.217,FAR=$Average$tau-0.295,FAR=$Average$tau-0.3316050800917002,FAR=$Average$tau-0.3544668614198186,FAR=$Average$tau-0.41305037376834797,FAR={SCF}$tau-0.178,FAR={SCF}$tau-0.217,FAR={SCF}$tau-0.295,FAR={SCF}$tau-0.3316050800917002,FAR={SCF}$tau-0.3544668614198186,FAR={SCF}$tau-0.41305037376834797
0,$u_{SCF}$,0.2157,0.2223,0.2838,0.2919,0.2932,0.2932,0.2033,0.2159,0.2753,0.2871,0.29,0.2915
