,models,FAR=$Average$tau-0.178,FAR=$Average$tau-0.217,FAR=$Average$tau-0.295,FAR=$Average$tau-0.3316050800917002,FAR=$Average$tau-0.3544668614198186,FAR=$Average$tau-0.41305037376834797,FAR={SCF}$tau-0.178,FAR={SCF}$tau-0.217,FAR={SCF}$tau-0.295,FAR={SCF}$tau-0.3316050800917002,FAR={SCF}$tau-0.3544668614198186,FAR={SCF}$tau-0.41305037376834797
0,$u_{SCF}$,0.0,0.5,5.28,7.36,8.4,13.6,0.0,1.34,6.86,10.3,13.6,34.02
