pretty_name,model_name,final_auc_1_unc_BernoulliVarianceReject_frac_0.0,final_auc_20_unc_BernoulliVarianceReject_frac_0.0,final_auc_1_unc_BernoulliVarianceReject_frac_0.05,final_auc_20_unc_BernoulliVarianceReject_frac_0.05,final_auc_1_unc_BernoulliVarianceReject_frac_0.1,final_auc_20_unc_BernoulliVarianceReject_frac_0.1,final_auc_1_unc_BernoulliVarianceReject_frac_0.15,final_auc_20_unc_BernoulliVarianceReject_frac_0.15,final_auc_1_unc_BernoulliVarianceReject_frac_0.2,final_auc_20_unc_BernoulliVarianceReject_frac_0.2,final_auc_1_unc_BernoulliVarianceReject_frac_0.25,final_auc_20_unc_BernoulliVarianceReject_frac_0.25,final_auc_1_unc_BernoulliVarianceReject_frac_0.3,final_auc_20_unc_BernoulliVarianceReject_frac_0.3,final_auc_1_unc_BernoulliVarianceReject_frac_0.35,final_auc_20_unc_BernoulliVarianceReject_frac_0.35,final_auc_1_unc_BernoulliVarianceReject_frac_0.4,final_auc_20_unc_BernoulliVarianceReject_frac_0.4,final_auc_1_unc_BernoulliVarianceReject_frac_0.45,final_auc_20_unc_BernoulliVarianceReject_frac_0.45,final_auc_1_unc_BernoulliVarianceReject_frac_0.5,final_auc_20_unc_BernoulliVarianceReject_frac_0.5,final_auc_1_unc_DataUncertaintyReject_frac_0.0,final_auc_20_unc_DataUncertaintyReject_frac_0.0,final_auc_1_unc_DataUncertaintyReject_frac_0.05,final_auc_20_unc_DataUncertaintyReject_frac_0.05,final_auc_1_unc_DataUncertaintyReject_frac_0.1,final_auc_20_unc_DataUncertaintyReject_frac_0.1,final_auc_1_unc_DataUncertaintyReject_frac_0.15,final_auc_20_unc_DataUncertaintyReject_frac_0.15,final_auc_1_unc_DataUncertaintyReject_frac_0.2,final_auc_20_unc_DataUncertaintyReject_frac_0.2,final_auc_1_unc_DataUncertaintyReject_frac_0.25,final_auc_20_unc_DataUncertaintyReject_frac_0.25,final_auc_1_unc_DataUncertaintyReject_frac_0.3,final_auc_20_unc_DataUncertaintyReject_frac_0.3,final_auc_1_unc_DataUncertaintyReject_frac_0.35,final_auc_20_unc_DataUncertaintyReject_frac_0.35,final_auc_1_unc_DataUncertaintyReject_frac_0.4,final_auc_20_unc_DataUncertaintyReject_frac_0.4,final_auc_1_unc_DataUncertaintyReject_frac_0.45,final_auc_20_unc_DataUncertaintyReject_frac_0.45,final_auc_1_unc_DataUncertaintyReject_frac_0.5,final_auc_20_unc_DataUncertaintyReject_frac_0.5,final_auc_1_unc_CombinedMaxProb_frac_0.0,final_auc_20_unc_CombinedMaxProb_frac_0.0,final_auc_1_unc_CombinedMaxProb_frac_0.05,final_auc_20_unc_CombinedMaxProb_frac_0.05,final_auc_1_unc_CombinedMaxProb_frac_0.1,final_auc_20_unc_CombinedMaxProb_frac_0.1,final_auc_1_unc_CombinedMaxProb_frac_0.15,final_auc_20_unc_CombinedMaxProb_frac_0.15,final_auc_1_unc_CombinedMaxProb_frac_0.2,final_auc_20_unc_CombinedMaxProb_frac_0.2,final_auc_1_unc_CombinedMaxProb_frac_0.25,final_auc_20_unc_CombinedMaxProb_frac_0.25,final_auc_1_unc_CombinedMaxProb_frac_0.3,final_auc_20_unc_CombinedMaxProb_frac_0.3,final_auc_1_unc_CombinedMaxProb_frac_0.35,final_auc_20_unc_CombinedMaxProb_frac_0.35,final_auc_1_unc_CombinedMaxProb_frac_0.4,final_auc_20_unc_CombinedMaxProb_frac_0.4,final_auc_1_unc_CombinedMaxProb_frac_0.45,final_auc_20_unc_CombinedMaxProb_frac_0.45,final_auc_1_unc_CombinedMaxProb_frac_0.5,final_auc_20_unc_CombinedMaxProb_frac_0.5,final_auc_1_unc_MeanDistanceReject_frac_0.0,final_auc_20_unc_MeanDistanceReject_frac_0.0,final_auc_1_unc_MeanDistanceReject_frac_0.05,final_auc_20_unc_MeanDistanceReject_frac_0.05,final_auc_1_unc_MeanDistanceReject_frac_0.1,final_auc_20_unc_MeanDistanceReject_frac_0.1,final_auc_1_unc_MeanDistanceReject_frac_0.15,final_auc_20_unc_MeanDistanceReject_frac_0.15,final_auc_1_unc_MeanDistanceReject_frac_0.2,final_auc_20_unc_MeanDistanceReject_frac_0.2,final_auc_1_unc_MeanDistanceReject_frac_0.25,final_auc_20_unc_MeanDistanceReject_frac_0.25,final_auc_1_unc_MeanDistanceReject_frac_0.3,final_auc_20_unc_MeanDistanceReject_frac_0.3,final_auc_1_unc_MeanDistanceReject_frac_0.35,final_auc_20_unc_MeanDistanceReject_frac_0.35,final_auc_1_unc_MeanDistanceReject_frac_0.4,final_auc_20_unc_MeanDistanceReject_frac_0.4,final_auc_1_unc_MeanDistanceReject_frac_0.45,final_auc_20_unc_MeanDistanceReject_frac_0.45,final_auc_1_unc_MeanDistanceReject_frac_0.5,final_auc_20_unc_MeanDistanceReject_frac_0.5
"$s(p) =  \max_{c\in\{1,\dots,K\}}sim_{scf}(mu_{c}, z)$",pooling-with-PoolingSCF_use-det-score-True_eval-with-SCF_eval-args-k_shift:0-cosine_pred:False_conf-func-MaxSimilarity_confidence,0.9627425112714556,0.9750528366810631,0.9586240051078858,0.9722969310137747,0.9534784491859998,0.9688532464610902,0.9469311577484583,0.9644887239741786,0.9382187032183089,0.9586858811876416,0.9259341860875383,0.950467587519638,0.9076196774005851,0.9382268795414738,0.8774399602230138,0.9179623097842687,0.8183437918052896,0.8783105345858913,0.6466733681127812,0.7620233441323943,0.2660620217099955,0.4976389920955947,0.9627425112714556,0.9750528366810631,0.9779972170070779,0.9849999740026476,0.9812135655294201,0.9864422232487995,0.9829396799794154,0.9875171408352852,0.9842277866833485,0.9884166673182138,0.9852627563986225,0.9892964342739256,0.9861487405339417,0.9898390092929719,0.986518557522865,0.9899540593884224,0.9870879358739806,0.9903793289503641,0.987248464864745,0.990349048758465,0.9875345055925506,0.9905281965523727,0.9627425112714556,0.9750528366810631,0.9632980187764253,0.9756052660617138,0.963835510113171,0.9765075882616299,0.9658087792875478,0.9780911358047049,0.967114018384865,0.978708297479451,0.9707374387731853,0.9805086050223693,0.9695842791253086,0.9796797206571495,0.9677577723856876,0.9783802525454027,0.9684609910857641,0.9793235872298099,0.9719059379153481,0.9823225750464949,0.9711180411264118,0.982108287695491,0.9627425112714556,0.9750528366810631,0.9594597208430627,0.9727357366390568,0.9573119018014558,0.9711908626158778,0.9579828499478402,0.9713717349867654,0.9611355331583532,0.9722849331328732,0.9660009108815723,0.9745440360826986,0.97140739701957,0.9777508645876715,0.9776306823465314,0.9820827498255132,0.9824100025808638,0.9854165345922983,0.9859080483888639,0.988040755526713,0.9898210845798485,0.9913077628864462
