pretty_name,model_name,"final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.0","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.0","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.05","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.05","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.1","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.1","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.15","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.15","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.2","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.2","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.25","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.25","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.3","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.3","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.35","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.35","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.4","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.4","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.45","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.45","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.5","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0_frac_0.5","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.0","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.0","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.05","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.05","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.1","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.1","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.15","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.15","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.2","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.2","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.25","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.25","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.3","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.3","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.35","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.35","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.4","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.4","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.45","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.45","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.5","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=0.7_frac_0.5","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.0","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.0","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.05","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.05","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.1","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.1","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.15","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.15","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.2","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.2","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.25","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.25","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.3","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.3","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.35","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.35","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.4","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.4","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.45","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.45","final_auc_1_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.5","final_auc_20_unc_CombinedMaxProb,beta=0.05,alpha=1_frac_0.5"
mean sample,sampler-VonMisesFisher-num-samples-0_pooling-with-PoolingSCF_use-det-score-True_eval-with-CosineSim_conf-func-MaxSimilarity_confidence,0.9597836669510785,0.972653081868925,0.9626143394048206,0.9745766693983845,0.9649722051216353,0.9758412889597474,0.9676537530531713,0.9777585297196429,0.9705399535886741,0.9797177720555045,0.9741238477624465,0.9816509401366775,0.9769607975232627,0.9834344666943273,0.9801950496664842,0.9854911514746697,0.983605161303071,0.9875560304235309,0.9864000733296736,0.9887600454374805,0.9864980647393202,0.9875683528469528,0.9597836669510785,0.972653081868925,0.9751301113350039,0.9830856385666369,0.9794892267121494,0.985627306909969,0.9818517781548242,0.9870871689566223,0.9838049341509254,0.9884539804427974,0.9849991198681077,0.989473061241641,0.985902955540722,0.9900971397051226,0.986698282789012,0.9904661361853617,0.9875416145413832,0.9911366533640369,0.9875495375567429,0.9912221151876869,0.9876161464501303,0.9912607105573927,0.9597836669510785,0.972653081868925,0.9761943174885335,0.9833826744877191,0.9796133501473786,0.985510742393445,0.981457072287123,0.9869125925847055,0.98279613145062,0.9878873114444344,0.9838952451468306,0.9885065963972031,0.984710267475011,0.9890157760330056,0.9852874881666296,0.9894334689398039,0.9857825915267636,0.9899846066800613,0.9858136027468043,0.9901249494092487,0.9858605933719122,0.990225023146095
