,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,947,72,27,154,1200,0.9733908287757678,0.09798241076047594,0.9391171993911719
1,$u_{SCF}$,462,102,14,167,745,0.9702355910811948,0.04780134505949302,0.9611878093253451
2,$u_{SCF}$,91,234,4,177,506,0.9563525452250736,0.009415416451112261,0.972929595548898
3,$u_{SCF}$,42,291,3,178,514,0.950357593605385,0.004345576823590274,0.9723447756375767
4,$u_{vMF}$,797,76,51,202,1126,0.9658713692946058,0.0836043218294346,0.9429815677536966
5,$u_{vMF}$,359,102,28,215,704,0.9640812077043207,0.03752090301003345,0.9633791094465252
6,$u_{vMF}$,35,183,7,244,469,0.9541371658036564,0.003604531410916581,0.974685593997949
7,$u_{vMF}$,19,225,5,252,501,0.9487506645401382,0.0019451269451269452,0.9726930833378754
8,$u_{power}$,796,76,51,202,1125,0.9658678286129266,0.08349066498846235,0.9430235502658902
9,$u_{power}$,358,102,27,215,702,0.9641778610850775,0.0374085684430512,0.9634755463059314
10,$u_{power}$,34,183,7,244,468,0.9541323187486789,0.0035011842240757905,0.9747354782984237
11,$u_{power}$,19,226,5,252,502,0.9486443381180223,0.0019451269451269452,0.9726370871034558
12,$u_{baseline}$,813,74,56,200,1143,0.9657640834111423,0.08527375707992448,0.9421587976316987
13,$u_{baseline}$,360,100,32,216,708,0.9637839525444896,0.037641154328732745,0.963182527301092
14,$u_{baseline}$,35,183,8,245,471,0.9539306846999155,0.003604902667627974,0.9745776434393049
15,$u_{baseline}$,20,225,6,253,504,0.948543482883266,0.002047711682195147,0.9725310660562458
16,$u_{vMF} + u_{SCF}$,801,76,49,198,1124,0.9664694280078896,0.08396226415094339,0.9430713128038898
17,$u_{vMF} + u_{SCF}$,361,101,27,214,703,0.964375,0.03771022667920192,0.9634216140277851
18,$u_{vMF} + u_{SCF}$,37,183,4,237,461,0.9551654858834726,0.0038081515026759986,0.9751173962325255
19,$u_{vMF} + u_{SCF}$,22,241,4,220,487,0.9505844845908608,0.002253405715456315,0.973499483049464
20,$u_{power} + u_{SCF}$,798,76,49,199,1122,0.9663691094041935,0.08365656777439984,0.9431668523959073
21,$u_{power} + u_{SCF}$,362,101,27,214,704,0.9643712886759037,0.03781073741382912,0.963367676136955
22,$u_{power} + u_{SCF}$,35,182,7,243,467,0.9543340380549683,0.0036034180994543395,0.9747881012794904
23,$u_{power} + u_{SCF}$,19,226,4,249,498,0.9490533928951287,0.0019445297308361479,0.9728521587440033
24,$u_{baseline} + u_{SCF}$,820,73,54,199,1146,0.9661544850498339,0.08594486951053348,0.9419981779532343
25,$u_{baseline} + u_{SCF}$,362,97,30,214,703,0.9644569522618303,0.03779100114834534,0.963402571711177
26,$u_{baseline} + u_{SCF}$,39,179,6,236,460,0.955459162082099,0.004011932928711038,0.9751646690422201
27,$u_{baseline} + u_{SCF}$,20,221,4,245,490,0.9499840374587635,0.0020458265139116204,0.9732882686436983
