,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,772,31,15,74,892,0.9849699398797596,0.10418353576248313,0.9463297232250302
1,$u_{SCF}$,378,45,7,82,512,0.9832164328657315,0.05101214574898785,0.9684184554650876
2,$u_{SCF}$,74,113,3,86,276,0.9746993987975952,0.009986504723346829,0.9825757575757577
3,$u_{SCF}$,34,146,2,87,269,0.970566132264529,0.004588394062078272,0.9829390499143781
4,$u_{vMF}$,212,24,17,129,382,0.9818782645773372,0.03525694328953933,0.9796851733673686
5,$u_{vMF}$,54,30,9,138,231,0.9808999676270638,0.008813448669822099,0.9874531530063549
6,$u_{vMF}$,14,33,2,149,198,0.979083778560873,0.002122176747006215,0.9886363636363635
7,$u_{vMF}$,10,36,1,154,201,0.9776738749269434,0.0014622020763269484,0.9881268828637249
8,$u_{power}$,193,24,15,131,363,0.9818647322381054,0.032059800664451826,0.980661658941985
9,$u_{power}$,50,30,9,139,228,0.9807816886201685,0.008153946510110893,0.9876060013046315
10,$u_{power}$,14,34,1,149,198,0.9789786358962641,0.0021081162475530793,0.9885786802030456
11,$u_{power}$,10,38,1,154,203,0.9772754032732839,0.0014490653528474134,0.9879188240195204
12,$u_{baseline}$,221,23,23,128,395,0.9814479155560294,0.03674147963424772,0.9789949481520872
13,$u_{baseline}$,57,27,10,139,233,0.9810037776578522,0.00930004894762604,0.9873445222964532
14,$u_{baseline}$,15,33,2,149,199,0.9790599749630136,0.002270319358256395,0.9885665038781959
15,$u_{baseline}$,10,35,1,152,198,0.977996254681648,0.00145985401459854,0.9882909520993496
16,$u_{vMF} + u_{SCF}$,212,20,6,101,339,0.9863806970509383,0.03493161970670621,0.9819055244195356
17,$u_{vMF} + u_{SCF}$,88,25,4,80,197,0.9876290999886506,0.01336776545647881,0.988807454121925
18,$u_{vMF} + u_{SCF}$,19,57,2,89,167,0.9815392291380816,0.0025755727260403957,0.9895001571832757
19,$u_{vMF} + u_{SCF}$,14,87,2,89,192,0.9776550338940497,0.001884760366182014,0.9878234398782345
20,$u_{power} + u_{SCF}$,196,19,5,96,316,0.9870898332436794,0.03213641580586982,0.9830708239579986
21,$u_{power} + u_{SCF}$,66,26,4,83,179,0.9874234835837506,0.010298018411608675,0.9900128326731016
22,$u_{power} + u_{SCF}$,13,34,2,84,133,0.9853336592520167,0.00180255130338325,0.9918189087777572
23,$u_{power} + u_{SCF}$,13,39,1,89,142,0.9839011606140022,0.001761278959490584,0.9910747957259585
24,$u_{baseline} + u_{SCF}$,216,17,14,108,355,0.9851018220793141,0.03562005277044855,0.9810535304477771
25,$u_{baseline} + u_{SCF}$,59,21,6,107,193,0.9854347826086957,0.009525347110106554,0.989467939972715
26,$u_{baseline} + u_{SCF}$,15,29,2,110,156,0.9838284206904462,0.0022471910112359553,0.9909889094269869
27,$u_{baseline} + u_{SCF}$,11,29,1,110,151,0.9834574028122415,0.0015870725725003606,0.9910102994582366
