,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,829,35,17,88,969,0.9835429646173739,0.10175524733030564,0.9452635146585325
1,$u_{SCF}$,409,53,9,96,567,0.9814270600681791,0.05020252853811219,0.9671589921807123
2,$u_{SCF}$,79,130,3,102,314,0.9723756906077348,0.00969682091567448,0.9813738284494009
3,$u_{SCF}$,35,171,2,103,311,0.96755613024568,0.004296059899349454,0.9814582960710666
4,$u_{vMF}$,295,37,22,154,508,0.9774865236232957,0.041012095092451,0.9732687855188382
5,$u_{vMF}$,87,42,10,163,302,0.9769979672622232,0.011906391131791432,0.9837337067758267
6,$u_{vMF}$,16,50,4,175,245,0.974350358422939,0.0020709293295366298,0.9861134727654026
7,$u_{vMF}$,12,55,1,183,251,0.9725413602941176,0.0015094339622641509,0.9853908387171875
8,$u_{power}$,285,37,20,154,496,0.9776790436898339,0.0395778364116095,0.9738672286617494
9,$u_{power}$,81,42,9,163,295,0.9770951514502836,0.01107919573245794,0.9840996065326361
10,$u_{power}$,16,51,2,177,246,0.974171813587872,0.0020647825525874305,0.9860195498977039
11,$u_{power}$,12,58,1,182,253,0.972174113843667,0.0015013136494432628,0.9851986193178495
12,$u_{baseline}$,307,36,29,153,525,0.976948292270276,0.042656662498263165,0.972372783244751
13,$u_{baseline}$,96,40,12,162,310,0.977097602739726,0.013132694938440492,0.983306408185245
14,$u_{baseline}$,17,49,3,177,246,0.9743302320367672,0.002198370619423251,0.986046511627907
15,$u_{baseline}$,12,53,1,184,250,0.9726531081236355,0.0015092441202364483,0.9854481955762513
16,$u_{vMF} + u_{SCF}$,295,35,18,151,499,0.9784012705134992,0.0409210708836177,0.9737105526579211
17,$u_{vMF} + u_{SCF}$,109,35,4,115,263,0.983273596176822,0.014636766483147576,0.9856823996951386
18,$u_{vMF} + u_{SCF}$,22,68,2,106,198,0.9793014230271668,0.002699055330634278,0.9882506527415142
19,$u_{vMF} + u_{SCF}$,16,108,2,105,231,0.9745742667928098,0.0019516955354964625,0.9861784239813319
20,$u_{power} + u_{SCF}$,283,35,18,151,487,0.9783898305084746,0.03922927640698642,0.9743129911915186
21,$u_{power} + u_{SCF}$,91,37,5,128,261,0.9816632509977349,0.012325612894487336,0.9858636191301522
22,$u_{power} + u_{SCF}$,17,44,3,105,169,0.9823829392675012,0.002118116122601545,0.9901290812452544
23,$u_{power} + u_{SCF}$,15,55,2,111,183,0.980146537461593,0.0018310546875,0.989088307196947
24,$u_{baseline} + u_{SCF}$,311,31,21,138,501,0.9798237230540512,0.042973607848556035,0.9735689791611712
25,$u_{baseline} + u_{SCF}$,100,36,9,144,289,0.979679604343619,0.013599891200870393,0.9843893480257117
26,$u_{baseline} + u_{SCF}$,16,37,3,142,198,0.9794837109683238,0.0020557625594243866,0.9887346381429222
27,$u_{baseline} + u_{SCF}$,12,40,1,145,198,0.9784372826338975,0.0014947683109118087,0.9884061365499472
