,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,796,31,15,78,920,0.9848132271892223,0.10406589096613937,0.9458887189742382
1,$u_{SCF}$,391,48,7,86,532,0.9827311696264543,0.051117793175578505,0.967913148371532
2,$u_{SCF}$,76,119,3,90,288,0.9740355174525414,0.009935939338475617,0.9822156354205261
3,$u_{SCF}$,34,155,2,91,282,0.9696264543784446,0.004445025493528566,0.9825018615040954
4,$u_{vMF}$,234,30,17,140,421,0.980129635532887,0.03654536935811339,0.9776882717685091
5,$u_{vMF}$,68,31,9,145,253,0.980092542774131,0.010427848489495475,0.9863013698630136
6,$u_{vMF}$,14,39,2,155,210,0.9778255458762304,0.002007168458781362,0.9879972565157751
7,$u_{vMF}$,11,40,1,163,215,0.9762900976290098,0.0015256588072122053,0.9873640905083749
8,$u_{power}$,219,30,17,140,406,0.9801127299797937,0.034160037435657466,0.9784478182397282
9,$u_{power}$,57,31,9,147,244,0.9798664944013781,0.008734293594851363,0.9867721999349452
10,$u_{power}$,14,40,1,157,212,0.9775076678405089,0.0019968620738838967,0.9878314774423143
11,$u_{power}$,10,43,1,164,218,0.9756611280131056,0.001375894331315355,0.9870960104178997
12,$u_{baseline}$,245,27,24,143,439,0.9793880152996175,0.03826929084661043,0.9767417218543047
13,$u_{baseline}$,63,33,10,146,252,0.9796621112665447,0.009661094924091397,0.9863488624052005
14,$u_{baseline}$,15,38,3,154,210,0.9779236952337824,0.0021486892995272885,0.9879903923138511
15,$u_{baseline}$,10,40,1,162,213,0.9763816172193136,0.0013852334118298934,0.9874683767723715
16,$u_{vMF} + u_{SCF}$,235,26,9,121,391,0.983352897236154,0.0364736923793264,0.9792253334041761
17,$u_{vMF} + u_{SCF}$,97,27,4,89,217,0.9865906805229635,0.01412964311726147,0.9878601398601399
18,$u_{vMF} + u_{SCF}$,19,60,2,94,175,0.9809430735401906,0.0024908232826428944,0.9892208192177395
19,$u_{vMF} + u_{SCF}$,14,94,2,91,201,0.9769874476987448,0.0018210197710718003,0.9874992225884694
20,$u_{power} + u_{SCF}$,226,26,6,118,376,0.9839606501283148,0.03497369235530796,0.979978700745474
21,$u_{power} + u_{SCF}$,71,27,4,94,196,0.9862742944987373,0.010585954972416878,0.9892070484581498
22,$u_{power} + u_{SCF}$,16,37,2,89,144,0.984637542006721,0.0021384656508954825,0.9913001449975832
23,$u_{power} + u_{SCF}$,13,43,2,95,153,0.982834722903384,0.0016975711674066336,0.9905468025949954
24,$u_{baseline} + u_{SCF}$,245,24,14,112,395,0.9839675074818298,0.03793744193248684,0.9789971819003562
25,$u_{baseline} + u_{SCF}$,67,28,6,117,218,0.9836403033586132,0.010176184690157958,0.9881367000435349
26,$u_{baseline} + u_{SCF}$,15,33,2,116,166,0.9827704244637152,0.002127659574468085,0.9904553817847286
27,$u_{baseline} + u_{SCF}$,11,33,1,119,164,0.9820232640112795,0.0015062303163083663,0.9902843601895734
