,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{SCF}$,857,39,17,93,1006,0.9828242074927954,0.10204810669206954,0.9442906191161813
1,$u_{SCF}$,424,58,9,101,592,0.9806340057636888,0.05048821147892355,0.9663750993979325
2,$u_{SCF}$,85,137,3,107,332,0.9715273775216138,0.010121457489878543,0.9806841982778682
3,$u_{SCF}$,40,181,2,108,331,0.9664553314121037,0.004763038818766373,0.9806421428153693
4,$u_{vMF}$,334,42,27,163,566,0.9755506375803562,0.04404008438818566,0.970335429769392
5,$u_{vMF}$,108,47,11,173,339,0.97536,0.014029618082618862,0.9818006120148172
6,$u_{vMF}$,17,57,4,188,266,0.9722933125625904,0.0021023992085085334,0.9850073272460828
7,$u_{vMF}$,13,62,1,191,267,0.9710310218978102,0.0015653220951234196,0.9845620121422376
8,$u_{power}$,319,42,26,164,551,0.975548060708263,0.04205669083717864,0.9710958401091118
9,$u_{power}$,103,48,11,173,335,0.9752427702486394,0.013373149831212672,0.9820018266802772
10,$u_{power}$,16,61,3,186,266,0.9720857525681108,0.001971171615128742,0.9849530489874421
11,$u_{power}$,12,66,1,190,269,0.9705680256527714,0.0014386764176957199,0.984377722283524
12,$u_{baseline}$,346,41,31,163,581,0.9752397007691497,0.04563439725666051,0.9695699994762478
13,$u_{baseline}$,115,47,13,176,351,0.974823981224664,0.014937004805818938,0.9811563858914478
14,$u_{baseline}$,18,56,4,185,263,0.9727080316364042,0.002223320158102767,0.985163874316015
15,$u_{baseline}$,13,63,1,191,268,0.9709103353867214,0.001564945226917058,0.9844997108155004
16,$u_{vMF} + u_{SCF}$,337,42,20,161,560,0.976459410957458,0.0443421052631579,0.9706190975865687
17,$u_{vMF} + u_{SCF}$,117,36,4,133,290,0.9813738156761412,0.015028901734104046,0.984341252699784
18,$u_{vMF} + u_{SCF}$,24,75,3,115,217,0.9777752187931829,0.002860889259744904,0.9873829873829874
19,$u_{vMF} + u_{SCF}$,16,118,2,113,249,0.9730074142724745,0.0018955100106622439,0.9853933243385933
20,$u_{power} + u_{SCF}$,327,42,19,161,549,0.9765600253405131,0.04301499605367009,0.9711765632383053
21,$u_{power} + u_{SCF}$,106,41,5,154,306,0.9785591766723842,0.01368624919302776,0.9835147074668678
22,$u_{power} + u_{SCF}$,17,50,3,119,189,0.9803988603988604,0.0020486864304651723,0.9891348088531187
23,$u_{power} + u_{SCF}$,16,62,2,124,204,0.9781953143122245,0.0018932670689859189,0.9880506091846298
24,$u_{baseline} + u_{SCF}$,356,37,23,154,570,0.9773640786968479,0.046725292033075204,0.9700787401574803
25,$u_{baseline} + u_{SCF}$,123,41,9,156,329,0.9779254179168453,0.015889419971579898,0.9822937409181423
26,$u_{baseline} + u_{SCF}$,16,43,3,156,218,0.9773720174750756,0.001964154186103609,0.9876613085804844
27,$u_{baseline} + u_{SCF}$,14,46,1,159,220,0.9763327205882353,0.0016728402437567213,0.987221189591078
